ADDRESS,POINTS
1249 5200 44 AV NE,7826.469 4987.486|7738.179 4987.686|7737.872 4840.620|7742.346 4836.261|7814.061 4838.596|7826.581 4838.996|7826.728 4911.295|7821.646 4911.306|7821.737 4955.051|7826.406 4959.710
1253 5200 44 AV NE,7826.469 4987.486|7738.179 4987.686|7737.872 4840.620|7742.346 4836.261|7814.061 4838.596|7826.581 4838.996|7826.728 4911.295|7821.646 4911.306|7821.737 4955.051|7826.406 4959.710
1255 5200 44 AV NE,7826.469 4987.486|7738.179 4987.686|7737.872 4840.620|7742.346 4836.261|7814.061 4838.596|7826.581 4838.996|7826.728 4911.295|7821.646 4911.306|7821.737 4955.051|7826.406 4959.710
1257 5200 44 AV NE,7826.469 4987.486|7738.179 4987.686|7737.872 4840.620|7742.346 4836.261|7814.061 4838.596|7826.581 4838.996|7826.728 4911.295|7821.646 4911.306|7821.737 4955.051|7826.406 4959.710
1259 5200 44 AV NE,7826.469 4987.486|7738.179 4987.686|7737.872 4840.620|7742.346 4836.261|7814.061 4838.596|7826.581 4838.996|7826.728 4911.295|7821.646 4911.306|7821.737 4955.051|7826.406 4959.710
1262 5200 44 AV NE,7826.469 4987.486|7738.179 4987.686|7737.872 4840.620|7742.346 4836.261|7814.061 4838.596|7826.581 4838.996|7826.728 4911.295|7821.646 4911.306|7821.737 4955.051|7826.406 4959.710
1260 5200 44 AV NE,7826.469 4987.486|7738.179 4987.686|7737.872 4840.620|7742.346 4836.261|7814.061 4838.596|7826.581 4838.996|7826.728 4911.295|7821.646 4911.306|7821.737 4955.051|7826.406 4959.710
1258 5200 44 AV NE,7826.469 4987.486|7738.179 4987.686|7737.872 4840.620|7742.346 4836.261|7814.061 4838.596|7826.581 4838.996|7826.728 4911.295|7821.646 4911.306|7821.737 4955.051|7826.406 4959.710
1256 5200 44 AV NE,7826.469 4987.486|7738.179 4987.686|7737.872 4840.620|7742.346 4836.261|7814.061 4838.596|7826.581 4838.996|7826.728 4911.295|7821.646 4911.306|7821.737 4955.051|7826.406 4959.710
1254 5200 44 AV NE,7826.469 4987.486|7738.179 4987.686|7737.872 4840.620|7742.346 4836.261|7814.061 4838.596|7826.581 4838.996|7826.728 4911.295|7821.646 4911.306|7821.737 4955.051|7826.406 4959.710
1252 5200 44 AV NE,7826.469 4987.486|7738.179 4987.686|7737.872 4840.620|7742.346 4836.261|7814.061 4838.596|7826.581 4838.996|7826.728 4911.295|7821.646 4911.306|7821.737 4955.051|7826.406 4959.710
1350 5200 44 AV NE,7826.469 4987.486|7738.179 4987.686|7737.872 4840.620|7742.346 4836.261|7814.061 4838.596|7826.581 4838.996|7826.728 4911.295|7821.646 4911.306|7821.737 4955.051|7826.406 4959.710
1348 5200 44 AV NE,7826.469 4987.486|7738.179 4987.686|7737.872 4840.620|7742.346 4836.261|7814.061 4838.596|7826.581 4838.996|7826.728 4911.295|7821.646 4911.306|7821.737 4955.051|7826.406 4959.710
1346 5200 44 AV NE,7826.469 4987.486|7738.179 4987.686|7737.872 4840.620|7742.346 4836.261|7814.061 4838.596|7826.581 4838.996|7826.728 4911.295|7821.646 4911.306|7821.737 4955.051|7826.406 4959.710
1344 5200 44 AV NE,7826.469 4987.486|7738.179 4987.686|7737.872 4840.620|7742.346 4836.261|7814.061 4838.596|7826.581 4838.996|7826.728 4911.295|7821.646 4911.306|7821.737 4955.051|7826.406 4959.710
1342 5200 44 AV NE,7826.469 4987.486|7738.179 4987.686|7737.872 4840.620|7742.346 4836.261|7814.061 4838.596|7826.581 4838.996|7826.728 4911.295|7821.646 4911.306|7821.737 4955.051|7826.406 4959.710
1340 5200 44 AV NE,7826.469 4987.486|7738.179 4987.686|7737.872 4840.620|7742.346 4836.261|7814.061 4838.596|7826.581 4838.996|7826.728 4911.295|7821.646 4911.306|7821.737 4955.051|7826.406 4959.710
1338 5200 44 AV NE,7826.469 4987.486|7738.179 4987.686|7737.872 4840.620|7742.346 4836.261|7814.061 4838.596|7826.581 4838.996|7826.728 4911.295|7821.646 4911.306|7821.737 4955.051|7826.406 4959.710
1336 5200 44 AV NE,7826.469 4987.486|7738.179 4987.686|7737.872 4840.620|7742.346 4836.261|7814.061 4838.596|7826.581 4838.996|7826.728 4911.295|7821.646 4911.306|7821.737 4955.051|7826.406 4959.710
1334 5200 44 AV NE,7826.469 4987.486|7738.179 4987.686|7737.872 4840.620|7742.346 4836.261|7814.061 4838.596|7826.581 4838.996|7826.728 4911.295|7821.646 4911.306|7821.737 4955.051|7826.406 4959.710
1332 5200 44 AV NE,7826.469 4987.486|7738.179 4987.686|7737.872 4840.620|7742.346 4836.261|7814.061 4838.596|7826.581 4838.996|7826.728 4911.295|7821.646 4911.306|7821.737 4955.051|7826.406 4959.710
1330 5200 44 AV NE,7826.469 4987.486|7738.179 4987.686|7737.872 4840.620|7742.346 4836.261|7814.061 4838.596|7826.581 4838.996|7826.728 4911.295|7821.646 4911.306|7821.737 4955.051|7826.406 4959.710
1328 5200 44 AV NE,7826.469 4987.486|7738.179 4987.686|7737.872 4840.620|7742.346 4836.261|7814.061 4838.596|7826.581 4838.996|7826.728 4911.295|7821.646 4911.306|7821.737 4955.051|7826.406 4959.710
1326 5200 44 AV NE,7826.469 4987.486|7738.179 4987.686|7737.872 4840.620|7742.346 4836.261|7814.061 4838.596|7826.581 4838.996|7826.728 4911.295|7821.646 4911.306|7821.737 4955.051|7826.406 4959.710
2103 5200 44 AV NE,7881.848 4911.184|7882.016 4987.353|7826.469 4987.486|7826.406 4959.710|7821.737 4955.051|7821.646 4911.306|7826.728 4911.295
2104 5200 44 AV NE,7881.848 4911.184|7882.016 4987.353|7826.469 4987.486|7826.406 4959.710|7821.737 4955.051|7821.646 4911.306|7826.728 4911.295
2105 5200 44 AV NE,7881.848 4911.184|7882.016 4987.353|7826.469 4987.486|7826.406 4959.710|7821.737 4955.051|7821.646 4911.306|7826.728 4911.295
2106 5200 44 AV NE,7881.848 4911.184|7882.016 4987.353|7826.469 4987.486|7826.406 4959.710|7821.737 4955.051|7821.646 4911.306|7826.728 4911.295
2107 5200 44 AV NE,7881.848 4911.184|7882.016 4987.353|7826.469 4987.486|7826.406 4959.710|7821.737 4955.051|7821.646 4911.306|7826.728 4911.295
2108 5200 44 AV NE,7881.848 4911.184|7882.016 4987.353|7826.469 4987.486|7826.406 4959.710|7821.737 4955.051|7821.646 4911.306|7826.728 4911.295
2109 5200 44 AV NE,7881.848 4911.184|7882.016 4987.353|7826.469 4987.486|7826.406 4959.710|7821.737 4955.051|7821.646 4911.306|7826.728 4911.295
2110 5200 44 AV NE,7881.848 4911.184|7882.016 4987.353|7826.469 4987.486|7826.406 4959.710|7821.737 4955.051|7821.646 4911.306|7826.728 4911.295
2111 5200 44 AV NE,7881.848 4911.184|7882.016 4987.353|7826.469 4987.486|7826.406 4959.710|7821.737 4955.051|7821.646 4911.306|7826.728 4911.295
2112 5200 44 AV NE,7881.848 4911.184|7882.016 4987.353|7826.469 4987.486|7826.406 4959.710|7821.737 4955.051|7821.646 4911.306|7826.728 4911.295
2113 5200 44 AV NE,7881.848 4911.184|7882.016 4987.353|7826.469 4987.486|7826.406 4959.710|7821.737 4955.051|7821.646 4911.306|7826.728 4911.295
2114 5200 44 AV NE,7881.848 4911.184|7882.016 4987.353|7826.469 4987.486|7826.406 4959.710|7821.737 4955.051|7821.646 4911.306|7826.728 4911.295
2115 5200 44 AV NE,7881.848 4911.184|7882.016 4987.353|7826.469 4987.486|7826.406 4959.710|7821.737 4955.051|7821.646 4911.306|7826.728 4911.295
2116 5200 44 AV NE,7881.848 4911.184|7882.016 4987.353|7826.469 4987.486|7826.406 4959.710|7821.737 4955.051|7821.646 4911.306|7826.728 4911.295
2117 5200 44 AV NE,7881.848 4911.184|7882.016 4987.353|7826.469 4987.486|7826.406 4959.710|7821.737 4955.051|7821.646 4911.306|7826.728 4911.295
2118 5200 44 AV NE,7881.848 4911.184|7882.016 4987.353|7826.469 4987.486|7826.406 4959.710|7821.737 4955.051|7821.646 4911.306|7826.728 4911.295
2119 5200 44 AV NE,7881.848 4911.184|7882.016 4987.353|7826.469 4987.486|7826.406 4959.710|7821.737 4955.051|7821.646 4911.306|7826.728 4911.295
2120 5200 44 AV NE,7881.848 4911.184|7882.016 4987.353|7826.469 4987.486|7826.406 4959.710|7821.737 4955.051|7821.646 4911.306|7826.728 4911.295
2101 5200 44 AV NE,7881.848 4911.184|7882.016 4987.353|7826.469 4987.486|7826.406 4959.710|7821.737 4955.051|7821.646 4911.306|7826.728 4911.295
2102 5200 44 AV NE,7881.848 4911.184|7882.016 4987.353|7826.469 4987.486|7826.406 4959.710|7821.737 4955.051|7821.646 4911.306|7826.728 4911.295
2203 5200 44 AV NE,7881.848 4911.184|7882.016 4987.353|7826.469 4987.486|7826.406 4959.710|7821.737 4955.051|7821.646 4911.306|7826.728 4911.295
2204 5200 44 AV NE,7881.848 4911.184|7882.016 4987.353|7826.469 4987.486|7826.406 4959.710|7821.737 4955.051|7821.646 4911.306|7826.728 4911.295
2205 5200 44 AV NE,7881.848 4911.184|7882.016 4987.353|7826.469 4987.486|7826.406 4959.710|7821.737 4955.051|7821.646 4911.306|7826.728 4911.295
2206 5200 44 AV NE,7881.848 4911.184|7882.016 4987.353|7826.469 4987.486|7826.406 4959.710|7821.737 4955.051|7821.646 4911.306|7826.728 4911.295
2207 5200 44 AV NE,7881.848 4911.184|7882.016 4987.353|7826.469 4987.486|7826.406 4959.710|7821.737 4955.051|7821.646 4911.306|7826.728 4911.295
2208 5200 44 AV NE,7881.848 4911.184|7882.016 4987.353|7826.469 4987.486|7826.406 4959.710|7821.737 4955.051|7821.646 4911.306|7826.728 4911.295
2209 5200 44 AV NE,7881.848 4911.184|7882.016 4987.353|7826.469 4987.486|7826.406 4959.710|7821.737 4955.051|7821.646 4911.306|7826.728 4911.295
2210 5200 44 AV NE,7881.848 4911.184|7882.016 4987.353|7826.469 4987.486|7826.406 4959.710|7821.737 4955.051|7821.646 4911.306|7826.728 4911.295
2211 5200 44 AV NE,7881.848 4911.184|7882.016 4987.353|7826.469 4987.486|7826.406 4959.710|7821.737 4955.051|7821.646 4911.306|7826.728 4911.295
2212 5200 44 AV NE,7881.848 4911.184|7882.016 4987.353|7826.469 4987.486|7826.406 4959.710|7821.737 4955.051|7821.646 4911.306|7826.728 4911.295
2213 5200 44 AV NE,7881.848 4911.184|7882.016 4987.353|7826.469 4987.486|7826.406 4959.710|7821.737 4955.051|7821.646 4911.306|7826.728 4911.295
2214 5200 44 AV NE,7881.848 4911.184|7882.016 4987.353|7826.469 4987.486|7826.406 4959.710|7821.737 4955.051|7821.646 4911.306|7826.728 4911.295
2215 5200 44 AV NE,7881.848 4911.184|7882.016 4987.353|7826.469 4987.486|7826.406 4959.710|7821.737 4955.051|7821.646 4911.306|7826.728 4911.295
2216 5200 44 AV NE,7881.848 4911.184|7882.016 4987.353|7826.469 4987.486|7826.406 4959.710|7821.737 4955.051|7821.646 4911.306|7826.728 4911.295
2217 5200 44 AV NE,7881.848 4911.184|7882.016 4987.353|7826.469 4987.486|7826.406 4959.710|7821.737 4955.051|7821.646 4911.306|7826.728 4911.295
2218 5200 44 AV NE,7881.848 4911.184|7882.016 4987.353|7826.469 4987.486|7826.406 4959.710|7821.737 4955.051|7821.646 4911.306|7826.728 4911.295
2219 5200 44 AV NE,7881.848 4911.184|7882.016 4987.353|7826.469 4987.486|7826.406 4959.710|7821.737 4955.051|7821.646 4911.306|7826.728 4911.295
2220 5200 44 AV NE,7881.848 4911.184|7882.016 4987.353|7826.469 4987.486|7826.406 4959.710|7821.737 4955.051|7821.646 4911.306|7826.728 4911.295
2201 5200 44 AV NE,7881.848 4911.184|7882.016 4987.353|7826.469 4987.486|7826.406 4959.710|7821.737 4955.051|7821.646 4911.306|7826.728 4911.295
2202 5200 44 AV NE,7881.848 4911.184|7882.016 4987.353|7826.469 4987.486|7826.406 4959.710|7821.737 4955.051|7821.646 4911.306|7826.728 4911.295
2303 5200 44 AV NE,7881.848 4911.184|7882.016 4987.353|7826.469 4987.486|7826.406 4959.710|7821.737 4955.051|7821.646 4911.306|7826.728 4911.295
2304 5200 44 AV NE,7881.848 4911.184|7882.016 4987.353|7826.469 4987.486|7826.406 4959.710|7821.737 4955.051|7821.646 4911.306|7826.728 4911.295
2305 5200 44 AV NE,7881.848 4911.184|7882.016 4987.353|7826.469 4987.486|7826.406 4959.710|7821.737 4955.051|7821.646 4911.306|7826.728 4911.295
2306 5200 44 AV NE,7881.848 4911.184|7882.016 4987.353|7826.469 4987.486|7826.406 4959.710|7821.737 4955.051|7821.646 4911.306|7826.728 4911.295
2307 5200 44 AV NE,7881.848 4911.184|7882.016 4987.353|7826.469 4987.486|7826.406 4959.710|7821.737 4955.051|7821.646 4911.306|7826.728 4911.295
2308 5200 44 AV NE,7881.848 4911.184|7882.016 4987.353|7826.469 4987.486|7826.406 4959.710|7821.737 4955.051|7821.646 4911.306|7826.728 4911.295
2309 5200 44 AV NE,7881.848 4911.184|7882.016 4987.353|7826.469 4987.486|7826.406 4959.710|7821.737 4955.051|7821.646 4911.306|7826.728 4911.295
2310 5200 44 AV NE,7881.848 4911.184|7882.016 4987.353|7826.469 4987.486|7826.406 4959.710|7821.737 4955.051|7821.646 4911.306|7826.728 4911.295
2311 5200 44 AV NE,7881.848 4911.184|7882.016 4987.353|7826.469 4987.486|7826.406 4959.710|7821.737 4955.051|7821.646 4911.306|7826.728 4911.295
2312 5200 44 AV NE,7881.848 4911.184|7882.016 4987.353|7826.469 4987.486|7826.406 4959.710|7821.737 4955.051|7821.646 4911.306|7826.728 4911.295
2313 5200 44 AV NE,7881.848 4911.184|7882.016 4987.353|7826.469 4987.486|7826.406 4959.710|7821.737 4955.051|7821.646 4911.306|7826.728 4911.295
2314 5200 44 AV NE,7881.848 4911.184|7882.016 4987.353|7826.469 4987.486|7826.406 4959.710|7821.737 4955.051|7821.646 4911.306|7826.728 4911.295
2315 5200 44 AV NE,7881.848 4911.184|7882.016 4987.353|7826.469 4987.486|7826.406 4959.710|7821.737 4955.051|7821.646 4911.306|7826.728 4911.295
2316 5200 44 AV NE,7881.848 4911.184|7882.016 4987.353|7826.469 4987.486|7826.406 4959.710|7821.737 4955.051|7821.646 4911.306|7826.728 4911.295
2317 5200 44 AV NE,7881.848 4911.184|7882.016 4987.353|7826.469 4987.486|7826.406 4959.710|7821.737 4955.051|7821.646 4911.306|7826.728 4911.295
2318 5200 44 AV NE,7881.848 4911.184|7882.016 4987.353|7826.469 4987.486|7826.406 4959.710|7821.737 4955.051|7821.646 4911.306|7826.728 4911.295
2319 5200 44 AV NE,7881.848 4911.184|7882.016 4987.353|7826.469 4987.486|7826.406 4959.710|7821.737 4955.051|7821.646 4911.306|7826.728 4911.295
2320 5200 44 AV NE,7881.848 4911.184|7882.016 4987.353|7826.469 4987.486|7826.406 4959.710|7821.737 4955.051|7821.646 4911.306|7826.728 4911.295
2301 5200 44 AV NE,7881.848 4911.184|7882.016 4987.353|7826.469 4987.486|7826.406 4959.710|7821.737 4955.051|7821.646 4911.306|7826.728 4911.295
2302 5200 44 AV NE,7881.848 4911.184|7882.016 4987.353|7826.469 4987.486|7826.406 4959.710|7821.737 4955.051|7821.646 4911.306|7826.728 4911.295
