ADDRESS,POINTS
209V 23 MILLRISE DR SW,-164.345 -14735.002|-83.507 -14717.789|-83.277 -14717.734|-94.629 -14664.116|-96.118 -14656.777|-98.579 -14645.112|-114.461 -14648.504|-119.872 -14622.840|-170.084 -14633.526|-171.867 -14634.048|-173.545 -14634.838|-175.083 -14635.883|-176.439 -14637.151|-177.585 -14638.619|-178.487 -14640.242|-179.130 -14641.988|-179.501 -14643.823|-179.577 -14645.679|-178.885 -14666.028|-173.405 -14692.048
210V 23 MILLRISE DR SW,-164.345 -14735.002|-83.507 -14717.789|-83.277 -14717.734|-94.629 -14664.116|-96.118 -14656.777|-98.579 -14645.112|-114.461 -14648.504|-119.872 -14622.840|-170.084 -14633.526|-171.867 -14634.048|-173.545 -14634.838|-175.083 -14635.883|-176.439 -14637.151|-177.585 -14638.619|-178.487 -14640.242|-179.130 -14641.988|-179.501 -14643.823|-179.577 -14645.679|-178.885 -14666.028|-173.405 -14692.048
211V 23 MILLRISE DR SW,-164.345 -14735.002|-83.507 -14717.789|-83.277 -14717.734|-94.629 -14664.116|-96.118 -14656.777|-98.579 -14645.112|-114.461 -14648.504|-119.872 -14622.840|-170.084 -14633.526|-171.867 -14634.048|-173.545 -14634.838|-175.083 -14635.883|-176.439 -14637.151|-177.585 -14638.619|-178.487 -14640.242|-179.130 -14641.988|-179.501 -14643.823|-179.577 -14645.679|-178.885 -14666.028|-173.405 -14692.048
212V 23 MILLRISE DR SW,-164.345 -14735.002|-83.507 -14717.789|-83.277 -14717.734|-94.629 -14664.116|-96.118 -14656.777|-98.579 -14645.112|-114.461 -14648.504|-119.872 -14622.840|-170.084 -14633.526|-171.867 -14634.048|-173.545 -14634.838|-175.083 -14635.883|-176.439 -14637.151|-177.585 -14638.619|-178.487 -14640.242|-179.130 -14641.988|-179.501 -14643.823|-179.577 -14645.679|-178.885 -14666.028|-173.405 -14692.048
213V 23 MILLRISE DR SW,-164.345 -14735.002|-83.507 -14717.789|-83.277 -14717.734|-94.629 -14664.116|-96.118 -14656.777|-98.579 -14645.112|-114.461 -14648.504|-119.872 -14622.840|-170.084 -14633.526|-171.867 -14634.048|-173.545 -14634.838|-175.083 -14635.883|-176.439 -14637.151|-177.585 -14638.619|-178.487 -14640.242|-179.130 -14641.988|-179.501 -14643.823|-179.577 -14645.679|-178.885 -14666.028|-173.405 -14692.048
214V 23 MILLRISE DR SW,-164.345 -14735.002|-83.507 -14717.789|-83.277 -14717.734|-94.629 -14664.116|-96.118 -14656.777|-98.579 -14645.112|-114.461 -14648.504|-119.872 -14622.840|-170.084 -14633.526|-171.867 -14634.048|-173.545 -14634.838|-175.083 -14635.883|-176.439 -14637.151|-177.585 -14638.619|-178.487 -14640.242|-179.130 -14641.988|-179.501 -14643.823|-179.577 -14645.679|-178.885 -14666.028|-173.405 -14692.048
215V 23 MILLRISE DR SW,-164.345 -14735.002|-83.507 -14717.789|-83.277 -14717.734|-94.629 -14664.116|-96.118 -14656.777|-98.579 -14645.112|-114.461 -14648.504|-119.872 -14622.840|-170.084 -14633.526|-171.867 -14634.048|-173.545 -14634.838|-175.083 -14635.883|-176.439 -14637.151|-177.585 -14638.619|-178.487 -14640.242|-179.130 -14641.988|-179.501 -14643.823|-179.577 -14645.679|-178.885 -14666.028|-173.405 -14692.048
216V 23 MILLRISE DR SW,-164.345 -14735.002|-83.507 -14717.789|-83.277 -14717.734|-94.629 -14664.116|-96.118 -14656.777|-98.579 -14645.112|-114.461 -14648.504|-119.872 -14622.840|-170.084 -14633.526|-171.867 -14634.048|-173.545 -14634.838|-175.083 -14635.883|-176.439 -14637.151|-177.585 -14638.619|-178.487 -14640.242|-179.130 -14641.988|-179.501 -14643.823|-179.577 -14645.679|-178.885 -14666.028|-173.405 -14692.048
217V 23 MILLRISE DR SW,-164.345 -14735.002|-83.507 -14717.789|-83.277 -14717.734|-94.629 -14664.116|-96.118 -14656.777|-98.579 -14645.112|-114.461 -14648.504|-119.872 -14622.840|-170.084 -14633.526|-171.867 -14634.048|-173.545 -14634.838|-175.083 -14635.883|-176.439 -14637.151|-177.585 -14638.619|-178.487 -14640.242|-179.130 -14641.988|-179.501 -14643.823|-179.577 -14645.679|-178.885 -14666.028|-173.405 -14692.048
218V 23 MILLRISE DR SW,-164.345 -14735.002|-83.507 -14717.789|-83.277 -14717.734|-94.629 -14664.116|-96.118 -14656.777|-98.579 -14645.112|-114.461 -14648.504|-119.872 -14622.840|-170.084 -14633.526|-171.867 -14634.048|-173.545 -14634.838|-175.083 -14635.883|-176.439 -14637.151|-177.585 -14638.619|-178.487 -14640.242|-179.130 -14641.988|-179.501 -14643.823|-179.577 -14645.679|-178.885 -14666.028|-173.405 -14692.048
219V 23 MILLRISE DR SW,-164.345 -14735.002|-83.507 -14717.789|-83.277 -14717.734|-94.629 -14664.116|-96.118 -14656.777|-98.579 -14645.112|-114.461 -14648.504|-119.872 -14622.840|-170.084 -14633.526|-171.867 -14634.048|-173.545 -14634.838|-175.083 -14635.883|-176.439 -14637.151|-177.585 -14638.619|-178.487 -14640.242|-179.130 -14641.988|-179.501 -14643.823|-179.577 -14645.679|-178.885 -14666.028|-173.405 -14692.048
220V 23 MILLRISE DR SW,-164.345 -14735.002|-83.507 -14717.789|-83.277 -14717.734|-94.629 -14664.116|-96.118 -14656.777|-98.579 -14645.112|-114.461 -14648.504|-119.872 -14622.840|-170.084 -14633.526|-171.867 -14634.048|-173.545 -14634.838|-175.083 -14635.883|-176.439 -14637.151|-177.585 -14638.619|-178.487 -14640.242|-179.130 -14641.988|-179.501 -14643.823|-179.577 -14645.679|-178.885 -14666.028|-173.405 -14692.048
221V 23 MILLRISE DR SW,-164.345 -14735.002|-83.507 -14717.789|-83.277 -14717.734|-94.629 -14664.116|-96.118 -14656.777|-98.579 -14645.112|-114.461 -14648.504|-119.872 -14622.840|-170.084 -14633.526|-171.867 -14634.048|-173.545 -14634.838|-175.083 -14635.883|-176.439 -14637.151|-177.585 -14638.619|-178.487 -14640.242|-179.130 -14641.988|-179.501 -14643.823|-179.577 -14645.679|-178.885 -14666.028|-173.405 -14692.048
222V 23 MILLRISE DR SW,-164.345 -14735.002|-83.507 -14717.789|-83.277 -14717.734|-94.629 -14664.116|-96.118 -14656.777|-98.579 -14645.112|-114.461 -14648.504|-119.872 -14622.840|-170.084 -14633.526|-171.867 -14634.048|-173.545 -14634.838|-175.083 -14635.883|-176.439 -14637.151|-177.585 -14638.619|-178.487 -14640.242|-179.130 -14641.988|-179.501 -14643.823|-179.577 -14645.679|-178.885 -14666.028|-173.405 -14692.048
223V 23 MILLRISE DR SW,-164.345 -14735.002|-83.507 -14717.789|-83.277 -14717.734|-94.629 -14664.116|-96.118 -14656.777|-98.579 -14645.112|-114.461 -14648.504|-119.872 -14622.840|-170.084 -14633.526|-171.867 -14634.048|-173.545 -14634.838|-175.083 -14635.883|-176.439 -14637.151|-177.585 -14638.619|-178.487 -14640.242|-179.130 -14641.988|-179.501 -14643.823|-179.577 -14645.679|-178.885 -14666.028|-173.405 -14692.048
224V 23 MILLRISE DR SW,-164.345 -14735.002|-83.507 -14717.789|-83.277 -14717.734|-94.629 -14664.116|-96.118 -14656.777|-98.579 -14645.112|-114.461 -14648.504|-119.872 -14622.840|-170.084 -14633.526|-171.867 -14634.048|-173.545 -14634.838|-175.083 -14635.883|-176.439 -14637.151|-177.585 -14638.619|-178.487 -14640.242|-179.130 -14641.988|-179.501 -14643.823|-179.577 -14645.679|-178.885 -14666.028|-173.405 -14692.048
225V 23 MILLRISE DR SW,-164.345 -14735.002|-83.507 -14717.789|-83.277 -14717.734|-94.629 -14664.116|-96.118 -14656.777|-98.579 -14645.112|-114.461 -14648.504|-119.872 -14622.840|-170.084 -14633.526|-171.867 -14634.048|-173.545 -14634.838|-175.083 -14635.883|-176.439 -14637.151|-177.585 -14638.619|-178.487 -14640.242|-179.130 -14641.988|-179.501 -14643.823|-179.577 -14645.679|-178.885 -14666.028|-173.405 -14692.048
226V 23 MILLRISE DR SW,-164.345 -14735.002|-83.507 -14717.789|-83.277 -14717.734|-94.629 -14664.116|-96.118 -14656.777|-98.579 -14645.112|-114.461 -14648.504|-119.872 -14622.840|-170.084 -14633.526|-171.867 -14634.048|-173.545 -14634.838|-175.083 -14635.883|-176.439 -14637.151|-177.585 -14638.619|-178.487 -14640.242|-179.130 -14641.988|-179.501 -14643.823|-179.577 -14645.679|-178.885 -14666.028|-173.405 -14692.048
227V 23 MILLRISE DR SW,-164.345 -14735.002|-83.507 -14717.789|-83.277 -14717.734|-94.629 -14664.116|-96.118 -14656.777|-98.579 -14645.112|-114.461 -14648.504|-119.872 -14622.840|-170.084 -14633.526|-171.867 -14634.048|-173.545 -14634.838|-175.083 -14635.883|-176.439 -14637.151|-177.585 -14638.619|-178.487 -14640.242|-179.130 -14641.988|-179.501 -14643.823|-179.577 -14645.679|-178.885 -14666.028|-173.405 -14692.048
228V 23 MILLRISE DR SW,-164.345 -14735.002|-83.507 -14717.789|-83.277 -14717.734|-94.629 -14664.116|-96.118 -14656.777|-98.579 -14645.112|-114.461 -14648.504|-119.872 -14622.840|-170.084 -14633.526|-171.867 -14634.048|-173.545 -14634.838|-175.083 -14635.883|-176.439 -14637.151|-177.585 -14638.619|-178.487 -14640.242|-179.130 -14641.988|-179.501 -14643.823|-179.577 -14645.679|-178.885 -14666.028|-173.405 -14692.048
229V 23 MILLRISE DR SW,-164.345 -14735.002|-83.507 -14717.789|-83.277 -14717.734|-94.629 -14664.116|-96.118 -14656.777|-98.579 -14645.112|-114.461 -14648.504|-119.872 -14622.840|-170.084 -14633.526|-171.867 -14634.048|-173.545 -14634.838|-175.083 -14635.883|-176.439 -14637.151|-177.585 -14638.619|-178.487 -14640.242|-179.130 -14641.988|-179.501 -14643.823|-179.577 -14645.679|-178.885 -14666.028|-173.405 -14692.048
230V 23 MILLRISE DR SW,-164.345 -14735.002|-83.507 -14717.789|-83.277 -14717.734|-94.629 -14664.116|-96.118 -14656.777|-98.579 -14645.112|-114.461 -14648.504|-119.872 -14622.840|-170.084 -14633.526|-171.867 -14634.048|-173.545 -14634.838|-175.083 -14635.883|-176.439 -14637.151|-177.585 -14638.619|-178.487 -14640.242|-179.130 -14641.988|-179.501 -14643.823|-179.577 -14645.679|-178.885 -14666.028|-173.405 -14692.048
231V 23 MILLRISE DR SW,-164.345 -14735.002|-83.507 -14717.789|-83.277 -14717.734|-94.629 -14664.116|-96.118 -14656.777|-98.579 -14645.112|-114.461 -14648.504|-119.872 -14622.840|-170.084 -14633.526|-171.867 -14634.048|-173.545 -14634.838|-175.083 -14635.883|-176.439 -14637.151|-177.585 -14638.619|-178.487 -14640.242|-179.130 -14641.988|-179.501 -14643.823|-179.577 -14645.679|-178.885 -14666.028|-173.405 -14692.048
232V 23 MILLRISE DR SW,-164.345 -14735.002|-83.507 -14717.789|-83.277 -14717.734|-94.629 -14664.116|-96.118 -14656.777|-98.579 -14645.112|-114.461 -14648.504|-119.872 -14622.840|-170.084 -14633.526|-171.867 -14634.048|-173.545 -14634.838|-175.083 -14635.883|-176.439 -14637.151|-177.585 -14638.619|-178.487 -14640.242|-179.130 -14641.988|-179.501 -14643.823|-179.577 -14645.679|-178.885 -14666.028|-173.405 -14692.048
233V 23 MILLRISE DR SW,-164.345 -14735.002|-83.507 -14717.789|-83.277 -14717.734|-94.629 -14664.116|-96.118 -14656.777|-98.579 -14645.112|-114.461 -14648.504|-119.872 -14622.840|-170.084 -14633.526|-171.867 -14634.048|-173.545 -14634.838|-175.083 -14635.883|-176.439 -14637.151|-177.585 -14638.619|-178.487 -14640.242|-179.130 -14641.988|-179.501 -14643.823|-179.577 -14645.679|-178.885 -14666.028|-173.405 -14692.048
234V 23 MILLRISE DR SW,-164.345 -14735.002|-83.507 -14717.789|-83.277 -14717.734|-94.629 -14664.116|-96.118 -14656.777|-98.579 -14645.112|-114.461 -14648.504|-119.872 -14622.840|-170.084 -14633.526|-171.867 -14634.048|-173.545 -14634.838|-175.083 -14635.883|-176.439 -14637.151|-177.585 -14638.619|-178.487 -14640.242|-179.130 -14641.988|-179.501 -14643.823|-179.577 -14645.679|-178.885 -14666.028|-173.405 -14692.048
235V 23 MILLRISE DR SW,-164.345 -14735.002|-83.507 -14717.789|-83.277 -14717.734|-94.629 -14664.116|-96.118 -14656.777|-98.579 -14645.112|-114.461 -14648.504|-119.872 -14622.840|-170.084 -14633.526|-171.867 -14634.048|-173.545 -14634.838|-175.083 -14635.883|-176.439 -14637.151|-177.585 -14638.619|-178.487 -14640.242|-179.130 -14641.988|-179.501 -14643.823|-179.577 -14645.679|-178.885 -14666.028|-173.405 -14692.048
236V 23 MILLRISE DR SW,-164.345 -14735.002|-83.507 -14717.789|-83.277 -14717.734|-94.629 -14664.116|-96.118 -14656.777|-98.579 -14645.112|-114.461 -14648.504|-119.872 -14622.840|-170.084 -14633.526|-171.867 -14634.048|-173.545 -14634.838|-175.083 -14635.883|-176.439 -14637.151|-177.585 -14638.619|-178.487 -14640.242|-179.130 -14641.988|-179.501 -14643.823|-179.577 -14645.679|-178.885 -14666.028|-173.405 -14692.048
237V 23 MILLRISE DR SW,-164.345 -14735.002|-83.507 -14717.789|-83.277 -14717.734|-94.629 -14664.116|-96.118 -14656.777|-98.579 -14645.112|-114.461 -14648.504|-119.872 -14622.840|-170.084 -14633.526|-171.867 -14634.048|-173.545 -14634.838|-175.083 -14635.883|-176.439 -14637.151|-177.585 -14638.619|-178.487 -14640.242|-179.130 -14641.988|-179.501 -14643.823|-179.577 -14645.679|-178.885 -14666.028|-173.405 -14692.048
238V 23 MILLRISE DR SW,-164.345 -14735.002|-83.507 -14717.789|-83.277 -14717.734|-94.629 -14664.116|-96.118 -14656.777|-98.579 -14645.112|-114.461 -14648.504|-119.872 -14622.840|-170.084 -14633.526|-171.867 -14634.048|-173.545 -14634.838|-175.083 -14635.883|-176.439 -14637.151|-177.585 -14638.619|-178.487 -14640.242|-179.130 -14641.988|-179.501 -14643.823|-179.577 -14645.679|-178.885 -14666.028|-173.405 -14692.048
239V 23 MILLRISE DR SW,-164.345 -14735.002|-83.507 -14717.789|-83.277 -14717.734|-94.629 -14664.116|-96.118 -14656.777|-98.579 -14645.112|-114.461 -14648.504|-119.872 -14622.840|-170.084 -14633.526|-171.867 -14634.048|-173.545 -14634.838|-175.083 -14635.883|-176.439 -14637.151|-177.585 -14638.619|-178.487 -14640.242|-179.130 -14641.988|-179.501 -14643.823|-179.577 -14645.679|-178.885 -14666.028|-173.405 -14692.048
240V 23 MILLRISE DR SW,-164.345 -14735.002|-83.507 -14717.789|-83.277 -14717.734|-94.629 -14664.116|-96.118 -14656.777|-98.579 -14645.112|-114.461 -14648.504|-119.872 -14622.840|-170.084 -14633.526|-171.867 -14634.048|-173.545 -14634.838|-175.083 -14635.883|-176.439 -14637.151|-177.585 -14638.619|-178.487 -14640.242|-179.130 -14641.988|-179.501 -14643.823|-179.577 -14645.679|-178.885 -14666.028|-173.405 -14692.048
241V 23 MILLRISE DR SW,-164.345 -14735.002|-83.507 -14717.789|-83.277 -14717.734|-94.629 -14664.116|-96.118 -14656.777|-98.579 -14645.112|-114.461 -14648.504|-119.872 -14622.840|-170.084 -14633.526|-171.867 -14634.048|-173.545 -14634.838|-175.083 -14635.883|-176.439 -14637.151|-177.585 -14638.619|-178.487 -14640.242|-179.130 -14641.988|-179.501 -14643.823|-179.577 -14645.679|-178.885 -14666.028|-173.405 -14692.048
242V 23 MILLRISE DR SW,-164.345 -14735.002|-83.507 -14717.789|-83.277 -14717.734|-94.629 -14664.116|-96.118 -14656.777|-98.579 -14645.112|-114.461 -14648.504|-119.872 -14622.840|-170.084 -14633.526|-171.867 -14634.048|-173.545 -14634.838|-175.083 -14635.883|-176.439 -14637.151|-177.585 -14638.619|-178.487 -14640.242|-179.130 -14641.988|-179.501 -14643.823|-179.577 -14645.679|-178.885 -14666.028|-173.405 -14692.048
243V 23 MILLRISE DR SW,-164.345 -14735.002|-83.507 -14717.789|-83.277 -14717.734|-94.629 -14664.116|-96.118 -14656.777|-98.579 -14645.112|-114.461 -14648.504|-119.872 -14622.840|-170.084 -14633.526|-171.867 -14634.048|-173.545 -14634.838|-175.083 -14635.883|-176.439 -14637.151|-177.585 -14638.619|-178.487 -14640.242|-179.130 -14641.988|-179.501 -14643.823|-179.577 -14645.679|-178.885 -14666.028|-173.405 -14692.048
244V 23 MILLRISE DR SW,-164.345 -14735.002|-83.507 -14717.789|-83.277 -14717.734|-94.629 -14664.116|-96.118 -14656.777|-98.579 -14645.112|-114.461 -14648.504|-119.872 -14622.840|-170.084 -14633.526|-171.867 -14634.048|-173.545 -14634.838|-175.083 -14635.883|-176.439 -14637.151|-177.585 -14638.619|-178.487 -14640.242|-179.130 -14641.988|-179.501 -14643.823|-179.577 -14645.679|-178.885 -14666.028|-173.405 -14692.048
245V 23 MILLRISE DR SW,-164.345 -14735.002|-83.507 -14717.789|-83.277 -14717.734|-94.629 -14664.116|-96.118 -14656.777|-98.579 -14645.112|-114.461 -14648.504|-119.872 -14622.840|-170.084 -14633.526|-171.867 -14634.048|-173.545 -14634.838|-175.083 -14635.883|-176.439 -14637.151|-177.585 -14638.619|-178.487 -14640.242|-179.130 -14641.988|-179.501 -14643.823|-179.577 -14645.679|-178.885 -14666.028|-173.405 -14692.048
246V 23 MILLRISE DR SW,-164.345 -14735.002|-83.507 -14717.789|-83.277 -14717.734|-94.629 -14664.116|-96.118 -14656.777|-98.579 -14645.112|-114.461 -14648.504|-119.872 -14622.840|-170.084 -14633.526|-171.867 -14634.048|-173.545 -14634.838|-175.083 -14635.883|-176.439 -14637.151|-177.585 -14638.619|-178.487 -14640.242|-179.130 -14641.988|-179.501 -14643.823|-179.577 -14645.679|-178.885 -14666.028|-173.405 -14692.048
247V 23 MILLRISE DR SW,-164.345 -14735.002|-83.507 -14717.789|-83.277 -14717.734|-94.629 -14664.116|-96.118 -14656.777|-98.579 -14645.112|-114.461 -14648.504|-119.872 -14622.840|-170.084 -14633.526|-171.867 -14634.048|-173.545 -14634.838|-175.083 -14635.883|-176.439 -14637.151|-177.585 -14638.619|-178.487 -14640.242|-179.130 -14641.988|-179.501 -14643.823|-179.577 -14645.679|-178.885 -14666.028|-173.405 -14692.048
248V 23 MILLRISE DR SW,-164.345 -14735.002|-83.507 -14717.789|-83.277 -14717.734|-94.629 -14664.116|-96.118 -14656.777|-98.579 -14645.112|-114.461 -14648.504|-119.872 -14622.840|-170.084 -14633.526|-171.867 -14634.048|-173.545 -14634.838|-175.083 -14635.883|-176.439 -14637.151|-177.585 -14638.619|-178.487 -14640.242|-179.130 -14641.988|-179.501 -14643.823|-179.577 -14645.679|-178.885 -14666.028|-173.405 -14692.048
249V 23 MILLRISE DR SW,-164.345 -14735.002|-83.507 -14717.789|-83.277 -14717.734|-94.629 -14664.116|-96.118 -14656.777|-98.579 -14645.112|-114.461 -14648.504|-119.872 -14622.840|-170.084 -14633.526|-171.867 -14634.048|-173.545 -14634.838|-175.083 -14635.883|-176.439 -14637.151|-177.585 -14638.619|-178.487 -14640.242|-179.130 -14641.988|-179.501 -14643.823|-179.577 -14645.679|-178.885 -14666.028|-173.405 -14692.048
250V 23 MILLRISE DR SW,-164.345 -14735.002|-83.507 -14717.789|-83.277 -14717.734|-94.629 -14664.116|-96.118 -14656.777|-98.579 -14645.112|-114.461 -14648.504|-119.872 -14622.840|-170.084 -14633.526|-171.867 -14634.048|-173.545 -14634.838|-175.083 -14635.883|-176.439 -14637.151|-177.585 -14638.619|-178.487 -14640.242|-179.130 -14641.988|-179.501 -14643.823|-179.577 -14645.679|-178.885 -14666.028|-173.405 -14692.048
251V 23 MILLRISE DR SW,-164.345 -14735.002|-83.507 -14717.789|-83.277 -14717.734|-94.629 -14664.116|-96.118 -14656.777|-98.579 -14645.112|-114.461 -14648.504|-119.872 -14622.840|-170.084 -14633.526|-171.867 -14634.048|-173.545 -14634.838|-175.083 -14635.883|-176.439 -14637.151|-177.585 -14638.619|-178.487 -14640.242|-179.130 -14641.988|-179.501 -14643.823|-179.577 -14645.679|-178.885 -14666.028|-173.405 -14692.048
252V 23 MILLRISE DR SW,-164.345 -14735.002|-83.507 -14717.789|-83.277 -14717.734|-94.629 -14664.116|-96.118 -14656.777|-98.579 -14645.112|-114.461 -14648.504|-119.872 -14622.840|-170.084 -14633.526|-171.867 -14634.048|-173.545 -14634.838|-175.083 -14635.883|-176.439 -14637.151|-177.585 -14638.619|-178.487 -14640.242|-179.130 -14641.988|-179.501 -14643.823|-179.577 -14645.679|-178.885 -14666.028|-173.405 -14692.048
253V 23 MILLRISE DR SW,-164.345 -14735.002|-83.507 -14717.789|-83.277 -14717.734|-94.629 -14664.116|-96.118 -14656.777|-98.579 -14645.112|-114.461 -14648.504|-119.872 -14622.840|-170.084 -14633.526|-171.867 -14634.048|-173.545 -14634.838|-175.083 -14635.883|-176.439 -14637.151|-177.585 -14638.619|-178.487 -14640.242|-179.130 -14641.988|-179.501 -14643.823|-179.577 -14645.679|-178.885 -14666.028|-173.405 -14692.048
254V 23 MILLRISE DR SW,-164.345 -14735.002|-83.507 -14717.789|-83.277 -14717.734|-94.629 -14664.116|-96.118 -14656.777|-98.579 -14645.112|-114.461 -14648.504|-119.872 -14622.840|-170.084 -14633.526|-171.867 -14634.048|-173.545 -14634.838|-175.083 -14635.883|-176.439 -14637.151|-177.585 -14638.619|-178.487 -14640.242|-179.130 -14641.988|-179.501 -14643.823|-179.577 -14645.679|-178.885 -14666.028|-173.405 -14692.048
255V 23 MILLRISE DR SW,-164.345 -14735.002|-83.507 -14717.789|-83.277 -14717.734|-94.629 -14664.116|-96.118 -14656.777|-98.579 -14645.112|-114.461 -14648.504|-119.872 -14622.840|-170.084 -14633.526|-171.867 -14634.048|-173.545 -14634.838|-175.083 -14635.883|-176.439 -14637.151|-177.585 -14638.619|-178.487 -14640.242|-179.130 -14641.988|-179.501 -14643.823|-179.577 -14645.679|-178.885 -14666.028|-173.405 -14692.048
256V 23 MILLRISE DR SW,-164.345 -14735.002|-83.507 -14717.789|-83.277 -14717.734|-94.629 -14664.116|-96.118 -14656.777|-98.579 -14645.112|-114.461 -14648.504|-119.872 -14622.840|-170.084 -14633.526|-171.867 -14634.048|-173.545 -14634.838|-175.083 -14635.883|-176.439 -14637.151|-177.585 -14638.619|-178.487 -14640.242|-179.130 -14641.988|-179.501 -14643.823|-179.577 -14645.679|-178.885 -14666.028|-173.405 -14692.048
257V 23 MILLRISE DR SW,-164.345 -14735.002|-83.507 -14717.789|-83.277 -14717.734|-94.629 -14664.116|-96.118 -14656.777|-98.579 -14645.112|-114.461 -14648.504|-119.872 -14622.840|-170.084 -14633.526|-171.867 -14634.048|-173.545 -14634.838|-175.083 -14635.883|-176.439 -14637.151|-177.585 -14638.619|-178.487 -14640.242|-179.130 -14641.988|-179.501 -14643.823|-179.577 -14645.679|-178.885 -14666.028|-173.405 -14692.048
258V 23 MILLRISE DR SW,-164.345 -14735.002|-83.507 -14717.789|-83.277 -14717.734|-94.629 -14664.116|-96.118 -14656.777|-98.579 -14645.112|-114.461 -14648.504|-119.872 -14622.840|-170.084 -14633.526|-171.867 -14634.048|-173.545 -14634.838|-175.083 -14635.883|-176.439 -14637.151|-177.585 -14638.619|-178.487 -14640.242|-179.130 -14641.988|-179.501 -14643.823|-179.577 -14645.679|-178.885 -14666.028|-173.405 -14692.048
259V 23 MILLRISE DR SW,-164.345 -14735.002|-83.507 -14717.789|-83.277 -14717.734|-94.629 -14664.116|-96.118 -14656.777|-98.579 -14645.112|-114.461 -14648.504|-119.872 -14622.840|-170.084 -14633.526|-171.867 -14634.048|-173.545 -14634.838|-175.083 -14635.883|-176.439 -14637.151|-177.585 -14638.619|-178.487 -14640.242|-179.130 -14641.988|-179.501 -14643.823|-179.577 -14645.679|-178.885 -14666.028|-173.405 -14692.048
260V 23 MILLRISE DR SW,-164.345 -14735.002|-83.507 -14717.789|-83.277 -14717.734|-94.629 -14664.116|-96.118 -14656.777|-98.579 -14645.112|-114.461 -14648.504|-119.872 -14622.840|-170.084 -14633.526|-171.867 -14634.048|-173.545 -14634.838|-175.083 -14635.883|-176.439 -14637.151|-177.585 -14638.619|-178.487 -14640.242|-179.130 -14641.988|-179.501 -14643.823|-179.577 -14645.679|-178.885 -14666.028|-173.405 -14692.048
261V 23 MILLRISE DR SW,-164.345 -14735.002|-83.507 -14717.789|-83.277 -14717.734|-94.629 -14664.116|-96.118 -14656.777|-98.579 -14645.112|-114.461 -14648.504|-119.872 -14622.840|-170.084 -14633.526|-171.867 -14634.048|-173.545 -14634.838|-175.083 -14635.883|-176.439 -14637.151|-177.585 -14638.619|-178.487 -14640.242|-179.130 -14641.988|-179.501 -14643.823|-179.577 -14645.679|-178.885 -14666.028|-173.405 -14692.048
262V 23 MILLRISE DR SW,-164.345 -14735.002|-83.507 -14717.789|-83.277 -14717.734|-94.629 -14664.116|-96.118 -14656.777|-98.579 -14645.112|-114.461 -14648.504|-119.872 -14622.840|-170.084 -14633.526|-171.867 -14634.048|-173.545 -14634.838|-175.083 -14635.883|-176.439 -14637.151|-177.585 -14638.619|-178.487 -14640.242|-179.130 -14641.988|-179.501 -14643.823|-179.577 -14645.679|-178.885 -14666.028|-173.405 -14692.048
263V 23 MILLRISE DR SW,-164.345 -14735.002|-83.507 -14717.789|-83.277 -14717.734|-94.629 -14664.116|-96.118 -14656.777|-98.579 -14645.112|-114.461 -14648.504|-119.872 -14622.840|-170.084 -14633.526|-171.867 -14634.048|-173.545 -14634.838|-175.083 -14635.883|-176.439 -14637.151|-177.585 -14638.619|-178.487 -14640.242|-179.130 -14641.988|-179.501 -14643.823|-179.577 -14645.679|-178.885 -14666.028|-173.405 -14692.048
264V 23 MILLRISE DR SW,-164.345 -14735.002|-83.507 -14717.789|-83.277 -14717.734|-94.629 -14664.116|-96.118 -14656.777|-98.579 -14645.112|-114.461 -14648.504|-119.872 -14622.840|-170.084 -14633.526|-171.867 -14634.048|-173.545 -14634.838|-175.083 -14635.883|-176.439 -14637.151|-177.585 -14638.619|-178.487 -14640.242|-179.130 -14641.988|-179.501 -14643.823|-179.577 -14645.679|-178.885 -14666.028|-173.405 -14692.048
265V 23 MILLRISE DR SW,-164.345 -14735.002|-83.507 -14717.789|-83.277 -14717.734|-94.629 -14664.116|-96.118 -14656.777|-98.579 -14645.112|-114.461 -14648.504|-119.872 -14622.840|-170.084 -14633.526|-171.867 -14634.048|-173.545 -14634.838|-175.083 -14635.883|-176.439 -14637.151|-177.585 -14638.619|-178.487 -14640.242|-179.130 -14641.988|-179.501 -14643.823|-179.577 -14645.679|-178.885 -14666.028|-173.405 -14692.048
266V 23 MILLRISE DR SW,-164.345 -14735.002|-83.507 -14717.789|-83.277 -14717.734|-94.629 -14664.116|-96.118 -14656.777|-98.579 -14645.112|-114.461 -14648.504|-119.872 -14622.840|-170.084 -14633.526|-171.867 -14634.048|-173.545 -14634.838|-175.083 -14635.883|-176.439 -14637.151|-177.585 -14638.619|-178.487 -14640.242|-179.130 -14641.988|-179.501 -14643.823|-179.577 -14645.679|-178.885 -14666.028|-173.405 -14692.048
267V 23 MILLRISE DR SW,-164.345 -14735.002|-83.507 -14717.789|-83.277 -14717.734|-94.629 -14664.116|-96.118 -14656.777|-98.579 -14645.112|-114.461 -14648.504|-119.872 -14622.840|-170.084 -14633.526|-171.867 -14634.048|-173.545 -14634.838|-175.083 -14635.883|-176.439 -14637.151|-177.585 -14638.619|-178.487 -14640.242|-179.130 -14641.988|-179.501 -14643.823|-179.577 -14645.679|-178.885 -14666.028|-173.405 -14692.048
