ADDRESS,POINTS
300 TUSCANY SPRINGS BV NW,-11787.460 9629.919|-11789.334 9630.742|-11808.935 9639.415|-11816.086 9619.478|-11809.145 9616.642|-11802.259 9613.707|-11795.422 9610.638|-11788.642 9607.469|-11779.946 9603.199|-11771.354 9598.740|-11762.854 9594.092|-11754.458 9589.266|-11746.860 9584.774|-11736.772 9578.825|-11726.433 9572.498|-11716.304 9565.837|-11706.392 9558.854|-11696.710 9551.560|-11683.561 9568.606|-11684.714 9569.618|-11688.398 9572.053|-11735.843 9603.488|-11777.646 9625.582
298 TUSCANY SPRINGS BV NW,-11787.460 9629.919|-11789.334 9630.742|-11808.935 9639.415|-11816.086 9619.478|-11809.145 9616.642|-11802.259 9613.707|-11795.422 9610.638|-11788.642 9607.469|-11779.946 9603.199|-11771.354 9598.740|-11762.854 9594.092|-11754.458 9589.266|-11746.860 9584.774|-11736.772 9578.825|-11726.433 9572.498|-11716.304 9565.837|-11706.392 9558.854|-11696.710 9551.560|-11683.561 9568.606|-11684.714 9569.618|-11688.398 9572.053|-11735.843 9603.488|-11777.646 9625.582
294 TUSCANY SPRINGS BV NW,-11787.460 9629.919|-11789.334 9630.742|-11808.935 9639.415|-11816.086 9619.478|-11809.145 9616.642|-11802.259 9613.707|-11795.422 9610.638|-11788.642 9607.469|-11779.946 9603.199|-11771.354 9598.740|-11762.854 9594.092|-11754.458 9589.266|-11746.860 9584.774|-11736.772 9578.825|-11726.433 9572.498|-11716.304 9565.837|-11706.392 9558.854|-11696.710 9551.560|-11683.561 9568.606|-11684.714 9569.618|-11688.398 9572.053|-11735.843 9603.488|-11777.646 9625.582
292 TUSCANY SPRINGS BV NW,-11787.460 9629.919|-11789.334 9630.742|-11808.935 9639.415|-11816.086 9619.478|-11809.145 9616.642|-11802.259 9613.707|-11795.422 9610.638|-11788.642 9607.469|-11779.946 9603.199|-11771.354 9598.740|-11762.854 9594.092|-11754.458 9589.266|-11746.860 9584.774|-11736.772 9578.825|-11726.433 9572.498|-11716.304 9565.837|-11706.392 9558.854|-11696.710 9551.560|-11683.561 9568.606|-11684.714 9569.618|-11688.398 9572.053|-11735.843 9603.488|-11777.646 9625.582
290 TUSCANY SPRINGS BV NW,-11787.460 9629.919|-11789.334 9630.742|-11808.935 9639.415|-11816.086 9619.478|-11809.145 9616.642|-11802.259 9613.707|-11795.422 9610.638|-11788.642 9607.469|-11779.946 9603.199|-11771.354 9598.740|-11762.854 9594.092|-11754.458 9589.266|-11746.860 9584.774|-11736.772 9578.825|-11726.433 9572.498|-11716.304 9565.837|-11706.392 9558.854|-11696.710 9551.560|-11683.561 9568.606|-11684.714 9569.618|-11688.398 9572.053|-11735.843 9603.488|-11777.646 9625.582
288 TUSCANY SPRINGS BV NW,-11787.460 9629.919|-11789.334 9630.742|-11808.935 9639.415|-11816.086 9619.478|-11809.145 9616.642|-11802.259 9613.707|-11795.422 9610.638|-11788.642 9607.469|-11779.946 9603.199|-11771.354 9598.740|-11762.854 9594.092|-11754.458 9589.266|-11746.860 9584.774|-11736.772 9578.825|-11726.433 9572.498|-11716.304 9565.837|-11706.392 9558.854|-11696.710 9551.560|-11683.561 9568.606|-11684.714 9569.618|-11688.398 9572.053|-11735.843 9603.488|-11777.646 9625.582
286 TUSCANY SPRINGS BV NW,-11787.460 9629.919|-11789.334 9630.742|-11808.935 9639.415|-11816.086 9619.478|-11809.145 9616.642|-11802.259 9613.707|-11795.422 9610.638|-11788.642 9607.469|-11779.946 9603.199|-11771.354 9598.740|-11762.854 9594.092|-11754.458 9589.266|-11746.860 9584.774|-11736.772 9578.825|-11726.433 9572.498|-11716.304 9565.837|-11706.392 9558.854|-11696.710 9551.560|-11683.561 9568.606|-11684.714 9569.618|-11688.398 9572.053|-11735.843 9603.488|-11777.646 9625.582
282 TUSCANY SPRINGS BV NW,-11787.460 9629.919|-11789.334 9630.742|-11808.935 9639.415|-11816.086 9619.478|-11809.145 9616.642|-11802.259 9613.707|-11795.422 9610.638|-11788.642 9607.469|-11779.946 9603.199|-11771.354 9598.740|-11762.854 9594.092|-11754.458 9589.266|-11746.860 9584.774|-11736.772 9578.825|-11726.433 9572.498|-11716.304 9565.837|-11706.392 9558.854|-11696.710 9551.560|-11683.561 9568.606|-11684.714 9569.618|-11688.398 9572.053|-11735.843 9603.488|-11777.646 9625.582
280 TUSCANY SPRINGS BV NW,-11787.460 9629.919|-11789.334 9630.742|-11808.935 9639.415|-11816.086 9619.478|-11809.145 9616.642|-11802.259 9613.707|-11795.422 9610.638|-11788.642 9607.469|-11779.946 9603.199|-11771.354 9598.740|-11762.854 9594.092|-11754.458 9589.266|-11746.860 9584.774|-11736.772 9578.825|-11726.433 9572.498|-11716.304 9565.837|-11706.392 9558.854|-11696.710 9551.560|-11683.561 9568.606|-11684.714 9569.618|-11688.398 9572.053|-11735.843 9603.488|-11777.646 9625.582
278 TUSCANY SPRINGS BV NW,-11787.460 9629.919|-11789.334 9630.742|-11808.935 9639.415|-11816.086 9619.478|-11809.145 9616.642|-11802.259 9613.707|-11795.422 9610.638|-11788.642 9607.469|-11779.946 9603.199|-11771.354 9598.740|-11762.854 9594.092|-11754.458 9589.266|-11746.860 9584.774|-11736.772 9578.825|-11726.433 9572.498|-11716.304 9565.837|-11706.392 9558.854|-11696.710 9551.560|-11683.561 9568.606|-11684.714 9569.618|-11688.398 9572.053|-11735.843 9603.488|-11777.646 9625.582
276 TUSCANY SPRINGS BV NW,-11787.460 9629.919|-11789.334 9630.742|-11808.935 9639.415|-11816.086 9619.478|-11809.145 9616.642|-11802.259 9613.707|-11795.422 9610.638|-11788.642 9607.469|-11779.946 9603.199|-11771.354 9598.740|-11762.854 9594.092|-11754.458 9589.266|-11746.860 9584.774|-11736.772 9578.825|-11726.433 9572.498|-11716.304 9565.837|-11706.392 9558.854|-11696.710 9551.560|-11683.561 9568.606|-11684.714 9569.618|-11688.398 9572.053|-11735.843 9603.488|-11777.646 9625.582
274 TUSCANY SPRINGS BV NW,-11787.460 9629.919|-11789.334 9630.742|-11808.935 9639.415|-11816.086 9619.478|-11809.145 9616.642|-11802.259 9613.707|-11795.422 9610.638|-11788.642 9607.469|-11779.946 9603.199|-11771.354 9598.740|-11762.854 9594.092|-11754.458 9589.266|-11746.860 9584.774|-11736.772 9578.825|-11726.433 9572.498|-11716.304 9565.837|-11706.392 9558.854|-11696.710 9551.560|-11683.561 9568.606|-11684.714 9569.618|-11688.398 9572.053|-11735.843 9603.488|-11777.646 9625.582
272 TUSCANY SPRINGS BV NW,-11787.460 9629.919|-11789.334 9630.742|-11808.935 9639.415|-11816.086 9619.478|-11809.145 9616.642|-11802.259 9613.707|-11795.422 9610.638|-11788.642 9607.469|-11779.946 9603.199|-11771.354 9598.740|-11762.854 9594.092|-11754.458 9589.266|-11746.860 9584.774|-11736.772 9578.825|-11726.433 9572.498|-11716.304 9565.837|-11706.392 9558.854|-11696.710 9551.560|-11683.561 9568.606|-11684.714 9569.618|-11688.398 9572.053|-11735.843 9603.488|-11777.646 9625.582
270 TUSCANY SPRINGS BV NW,-11787.460 9629.919|-11789.334 9630.742|-11808.935 9639.415|-11816.086 9619.478|-11809.145 9616.642|-11802.259 9613.707|-11795.422 9610.638|-11788.642 9607.469|-11779.946 9603.199|-11771.354 9598.740|-11762.854 9594.092|-11754.458 9589.266|-11746.860 9584.774|-11736.772 9578.825|-11726.433 9572.498|-11716.304 9565.837|-11706.392 9558.854|-11696.710 9551.560|-11683.561 9568.606|-11684.714 9569.618|-11688.398 9572.053|-11735.843 9603.488|-11777.646 9625.582
268 TUSCANY SPRINGS BV NW,-11787.460 9629.919|-11789.334 9630.742|-11808.935 9639.415|-11816.086 9619.478|-11809.145 9616.642|-11802.259 9613.707|-11795.422 9610.638|-11788.642 9607.469|-11779.946 9603.199|-11771.354 9598.740|-11762.854 9594.092|-11754.458 9589.266|-11746.860 9584.774|-11736.772 9578.825|-11726.433 9572.498|-11716.304 9565.837|-11706.392 9558.854|-11696.710 9551.560|-11683.561 9568.606|-11684.714 9569.618|-11688.398 9572.053|-11735.843 9603.488|-11777.646 9625.582
133 223 TUSCANY SPRINGS BV NW,-11678.052 9414.467|-11712.159 9414.356|-11712.152 9412.522|-11720.778 9412.477|-11744.357 9412.399|-11745.098 9412.933|-11742.651 9416.469|-11760.428 9428.789|-11762.854 9425.276|-11773.284 9406.161|-11778.743 9398.311|-11769.649 9392.006|-11766.957 9395.887|-11759.477 9390.650|-11756.667 9394.675|-11750.963 9390.727|-11708.007 9390.894|-11708.014 9392.740|-11677.151 9392.862|-11677.158 9402.536|-11678.038 9402.525
135 223 TUSCANY SPRINGS BV NW,-11678.052 9414.467|-11712.159 9414.356|-11712.152 9412.522|-11720.778 9412.477|-11744.357 9412.399|-11745.098 9412.933|-11742.651 9416.469|-11760.428 9428.789|-11762.854 9425.276|-11773.284 9406.161|-11778.743 9398.311|-11769.649 9392.006|-11766.957 9395.887|-11759.477 9390.650|-11756.667 9394.675|-11750.963 9390.727|-11708.007 9390.894|-11708.014 9392.740|-11677.151 9392.862|-11677.158 9402.536|-11678.038 9402.525
137 223 TUSCANY SPRINGS BV NW,-11678.052 9414.467|-11712.159 9414.356|-11712.152 9412.522|-11720.778 9412.477|-11744.357 9412.399|-11745.098 9412.933|-11742.651 9416.469|-11760.428 9428.789|-11762.854 9425.276|-11773.284 9406.161|-11778.743 9398.311|-11769.649 9392.006|-11766.957 9395.887|-11759.477 9390.650|-11756.667 9394.675|-11750.963 9390.727|-11708.007 9390.894|-11708.014 9392.740|-11677.151 9392.862|-11677.158 9402.536|-11678.038 9402.525
139 223 TUSCANY SPRINGS BV NW,-11678.052 9414.467|-11712.159 9414.356|-11712.152 9412.522|-11720.778 9412.477|-11744.357 9412.399|-11745.098 9412.933|-11742.651 9416.469|-11760.428 9428.789|-11762.854 9425.276|-11773.284 9406.161|-11778.743 9398.311|-11769.649 9392.006|-11766.957 9395.887|-11759.477 9390.650|-11756.667 9394.675|-11750.963 9390.727|-11708.007 9390.894|-11708.014 9392.740|-11677.151 9392.862|-11677.158 9402.536|-11678.038 9402.525
141 223 TUSCANY SPRINGS BV NW,-11678.052 9414.467|-11712.159 9414.356|-11712.152 9412.522|-11720.778 9412.477|-11744.357 9412.399|-11745.098 9412.933|-11742.651 9416.469|-11760.428 9428.789|-11762.854 9425.276|-11773.284 9406.161|-11778.743 9398.311|-11769.649 9392.006|-11766.957 9395.887|-11759.477 9390.650|-11756.667 9394.675|-11750.963 9390.727|-11708.007 9390.894|-11708.014 9392.740|-11677.151 9392.862|-11677.158 9402.536|-11678.038 9402.525
143 223 TUSCANY SPRINGS BV NW,-11678.052 9414.467|-11712.159 9414.356|-11712.152 9412.522|-11720.778 9412.477|-11744.357 9412.399|-11745.098 9412.933|-11742.651 9416.469|-11760.428 9428.789|-11762.854 9425.276|-11773.284 9406.161|-11778.743 9398.311|-11769.649 9392.006|-11766.957 9395.887|-11759.477 9390.650|-11756.667 9394.675|-11750.963 9390.727|-11708.007 9390.894|-11708.014 9392.740|-11677.151 9392.862|-11677.158 9402.536|-11678.038 9402.525
145 223 TUSCANY SPRINGS BV NW,-11678.052 9414.467|-11712.159 9414.356|-11712.152 9412.522|-11720.778 9412.477|-11744.357 9412.399|-11745.098 9412.933|-11742.651 9416.469|-11760.428 9428.789|-11762.854 9425.276|-11773.284 9406.161|-11778.743 9398.311|-11769.649 9392.006|-11766.957 9395.887|-11759.477 9390.650|-11756.667 9394.675|-11750.963 9390.727|-11708.007 9390.894|-11708.014 9392.740|-11677.151 9392.862|-11677.158 9402.536|-11678.038 9402.525
146 223 TUSCANY SPRINGS BV NW,-11678.052 9414.467|-11712.159 9414.356|-11712.152 9412.522|-11720.778 9412.477|-11744.357 9412.399|-11745.098 9412.933|-11742.651 9416.469|-11760.428 9428.789|-11762.854 9425.276|-11773.284 9406.161|-11778.743 9398.311|-11769.649 9392.006|-11766.957 9395.887|-11759.477 9390.650|-11756.667 9394.675|-11750.963 9390.727|-11708.007 9390.894|-11708.014 9392.740|-11677.151 9392.862|-11677.158 9402.536|-11678.038 9402.525
142 223 TUSCANY SPRINGS BV NW,-11678.052 9414.467|-11712.159 9414.356|-11712.152 9412.522|-11720.778 9412.477|-11744.357 9412.399|-11745.098 9412.933|-11742.651 9416.469|-11760.428 9428.789|-11762.854 9425.276|-11773.284 9406.161|-11778.743 9398.311|-11769.649 9392.006|-11766.957 9395.887|-11759.477 9390.650|-11756.667 9394.675|-11750.963 9390.727|-11708.007 9390.894|-11708.014 9392.740|-11677.151 9392.862|-11677.158 9402.536|-11678.038 9402.525
140 223 TUSCANY SPRINGS BV NW,-11678.052 9414.467|-11712.159 9414.356|-11712.152 9412.522|-11720.778 9412.477|-11744.357 9412.399|-11745.098 9412.933|-11742.651 9416.469|-11760.428 9428.789|-11762.854 9425.276|-11773.284 9406.161|-11778.743 9398.311|-11769.649 9392.006|-11766.957 9395.887|-11759.477 9390.650|-11756.667 9394.675|-11750.963 9390.727|-11708.007 9390.894|-11708.014 9392.740|-11677.151 9392.862|-11677.158 9402.536|-11678.038 9402.525
138 223 TUSCANY SPRINGS BV NW,-11678.052 9414.467|-11712.159 9414.356|-11712.152 9412.522|-11720.778 9412.477|-11744.357 9412.399|-11745.098 9412.933|-11742.651 9416.469|-11760.428 9428.789|-11762.854 9425.276|-11773.284 9406.161|-11778.743 9398.311|-11769.649 9392.006|-11766.957 9395.887|-11759.477 9390.650|-11756.667 9394.675|-11750.963 9390.727|-11708.007 9390.894|-11708.014 9392.740|-11677.151 9392.862|-11677.158 9402.536|-11678.038 9402.525
136 223 TUSCANY SPRINGS BV NW,-11678.052 9414.467|-11712.159 9414.356|-11712.152 9412.522|-11720.778 9412.477|-11744.357 9412.399|-11745.098 9412.933|-11742.651 9416.469|-11760.428 9428.789|-11762.854 9425.276|-11773.284 9406.161|-11778.743 9398.311|-11769.649 9392.006|-11766.957 9395.887|-11759.477 9390.650|-11756.667 9394.675|-11750.963 9390.727|-11708.007 9390.894|-11708.014 9392.740|-11677.151 9392.862|-11677.158 9402.536|-11678.038 9402.525
134 223 TUSCANY SPRINGS BV NW,-11678.052 9414.467|-11712.159 9414.356|-11712.152 9412.522|-11720.778 9412.477|-11744.357 9412.399|-11745.098 9412.933|-11742.651 9416.469|-11760.428 9428.789|-11762.854 9425.276|-11773.284 9406.161|-11778.743 9398.311|-11769.649 9392.006|-11766.957 9395.887|-11759.477 9390.650|-11756.667 9394.675|-11750.963 9390.727|-11708.007 9390.894|-11708.014 9392.740|-11677.151 9392.862|-11677.158 9402.536|-11678.038 9402.525
132 223 TUSCANY SPRINGS BV NW,-11678.052 9414.467|-11712.159 9414.356|-11712.152 9412.522|-11720.778 9412.477|-11744.357 9412.399|-11745.098 9412.933|-11742.651 9416.469|-11760.428 9428.789|-11762.854 9425.276|-11773.284 9406.161|-11778.743 9398.311|-11769.649 9392.006|-11766.957 9395.887|-11759.477 9390.650|-11756.667 9394.675|-11750.963 9390.727|-11708.007 9390.894|-11708.014 9392.740|-11677.151 9392.862|-11677.158 9402.536|-11678.038 9402.525
231 223 TUSCANY SPRINGS BV NW,-11678.052 9414.467|-11712.159 9414.356|-11712.152 9412.522|-11720.778 9412.477|-11744.357 9412.399|-11745.098 9412.933|-11742.651 9416.469|-11760.428 9428.789|-11762.854 9425.276|-11773.284 9406.161|-11778.743 9398.311|-11769.649 9392.006|-11766.957 9395.887|-11759.477 9390.650|-11756.667 9394.675|-11750.963 9390.727|-11708.007 9390.894|-11708.014 9392.740|-11677.151 9392.862|-11677.158 9402.536|-11678.038 9402.525
233 223 TUSCANY SPRINGS BV NW,-11678.052 9414.467|-11712.159 9414.356|-11712.152 9412.522|-11720.778 9412.477|-11744.357 9412.399|-11745.098 9412.933|-11742.651 9416.469|-11760.428 9428.789|-11762.854 9425.276|-11773.284 9406.161|-11778.743 9398.311|-11769.649 9392.006|-11766.957 9395.887|-11759.477 9390.650|-11756.667 9394.675|-11750.963 9390.727|-11708.007 9390.894|-11708.014 9392.740|-11677.151 9392.862|-11677.158 9402.536|-11678.038 9402.525
235 223 TUSCANY SPRINGS BV NW,-11678.052 9414.467|-11712.159 9414.356|-11712.152 9412.522|-11720.778 9412.477|-11744.357 9412.399|-11745.098 9412.933|-11742.651 9416.469|-11760.428 9428.789|-11762.854 9425.276|-11773.284 9406.161|-11778.743 9398.311|-11769.649 9392.006|-11766.957 9395.887|-11759.477 9390.650|-11756.667 9394.675|-11750.963 9390.727|-11708.007 9390.894|-11708.014 9392.740|-11677.151 9392.862|-11677.158 9402.536|-11678.038 9402.525
237 223 TUSCANY SPRINGS BV NW,-11678.052 9414.467|-11712.159 9414.356|-11712.152 9412.522|-11720.778 9412.477|-11744.357 9412.399|-11745.098 9412.933|-11742.651 9416.469|-11760.428 9428.789|-11762.854 9425.276|-11773.284 9406.161|-11778.743 9398.311|-11769.649 9392.006|-11766.957 9395.887|-11759.477 9390.650|-11756.667 9394.675|-11750.963 9390.727|-11708.007 9390.894|-11708.014 9392.740|-11677.151 9392.862|-11677.158 9402.536|-11678.038 9402.525
239 223 TUSCANY SPRINGS BV NW,-11678.052 9414.467|-11712.159 9414.356|-11712.152 9412.522|-11720.778 9412.477|-11744.357 9412.399|-11745.098 9412.933|-11742.651 9416.469|-11760.428 9428.789|-11762.854 9425.276|-11773.284 9406.161|-11778.743 9398.311|-11769.649 9392.006|-11766.957 9395.887|-11759.477 9390.650|-11756.667 9394.675|-11750.963 9390.727|-11708.007 9390.894|-11708.014 9392.740|-11677.151 9392.862|-11677.158 9402.536|-11678.038 9402.525
241 223 TUSCANY SPRINGS BV NW,-11678.052 9414.467|-11712.159 9414.356|-11712.152 9412.522|-11720.778 9412.477|-11744.357 9412.399|-11745.098 9412.933|-11742.651 9416.469|-11760.428 9428.789|-11762.854 9425.276|-11773.284 9406.161|-11778.743 9398.311|-11769.649 9392.006|-11766.957 9395.887|-11759.477 9390.650|-11756.667 9394.675|-11750.963 9390.727|-11708.007 9390.894|-11708.014 9392.740|-11677.151 9392.862|-11677.158 9402.536|-11678.038 9402.525
243 223 TUSCANY SPRINGS BV NW,-11678.052 9414.467|-11712.159 9414.356|-11712.152 9412.522|-11720.778 9412.477|-11744.357 9412.399|-11745.098 9412.933|-11742.651 9416.469|-11760.428 9428.789|-11762.854 9425.276|-11773.284 9406.161|-11778.743 9398.311|-11769.649 9392.006|-11766.957 9395.887|-11759.477 9390.650|-11756.667 9394.675|-11750.963 9390.727|-11708.007 9390.894|-11708.014 9392.740|-11677.151 9392.862|-11677.158 9402.536|-11678.038 9402.525
245 223 TUSCANY SPRINGS BV NW,-11678.052 9414.467|-11712.159 9414.356|-11712.152 9412.522|-11720.778 9412.477|-11744.357 9412.399|-11745.098 9412.933|-11742.651 9416.469|-11760.428 9428.789|-11762.854 9425.276|-11773.284 9406.161|-11778.743 9398.311|-11769.649 9392.006|-11766.957 9395.887|-11759.477 9390.650|-11756.667 9394.675|-11750.963 9390.727|-11708.007 9390.894|-11708.014 9392.740|-11677.151 9392.862|-11677.158 9402.536|-11678.038 9402.525
246 223 TUSCANY SPRINGS BV NW,-11678.052 9414.467|-11712.159 9414.356|-11712.152 9412.522|-11720.778 9412.477|-11744.357 9412.399|-11745.098 9412.933|-11742.651 9416.469|-11760.428 9428.789|-11762.854 9425.276|-11773.284 9406.161|-11778.743 9398.311|-11769.649 9392.006|-11766.957 9395.887|-11759.477 9390.650|-11756.667 9394.675|-11750.963 9390.727|-11708.007 9390.894|-11708.014 9392.740|-11677.151 9392.862|-11677.158 9402.536|-11678.038 9402.525
242 223 TUSCANY SPRINGS BV NW,-11678.052 9414.467|-11712.159 9414.356|-11712.152 9412.522|-11720.778 9412.477|-11744.357 9412.399|-11745.098 9412.933|-11742.651 9416.469|-11760.428 9428.789|-11762.854 9425.276|-11773.284 9406.161|-11778.743 9398.311|-11769.649 9392.006|-11766.957 9395.887|-11759.477 9390.650|-11756.667 9394.675|-11750.963 9390.727|-11708.007 9390.894|-11708.014 9392.740|-11677.151 9392.862|-11677.158 9402.536|-11678.038 9402.525
240 223 TUSCANY SPRINGS BV NW,-11678.052 9414.467|-11712.159 9414.356|-11712.152 9412.522|-11720.778 9412.477|-11744.357 9412.399|-11745.098 9412.933|-11742.651 9416.469|-11760.428 9428.789|-11762.854 9425.276|-11773.284 9406.161|-11778.743 9398.311|-11769.649 9392.006|-11766.957 9395.887|-11759.477 9390.650|-11756.667 9394.675|-11750.963 9390.727|-11708.007 9390.894|-11708.014 9392.740|-11677.151 9392.862|-11677.158 9402.536|-11678.038 9402.525
238 223 TUSCANY SPRINGS BV NW,-11678.052 9414.467|-11712.159 9414.356|-11712.152 9412.522|-11720.778 9412.477|-11744.357 9412.399|-11745.098 9412.933|-11742.651 9416.469|-11760.428 9428.789|-11762.854 9425.276|-11773.284 9406.161|-11778.743 9398.311|-11769.649 9392.006|-11766.957 9395.887|-11759.477 9390.650|-11756.667 9394.675|-11750.963 9390.727|-11708.007 9390.894|-11708.014 9392.740|-11677.151 9392.862|-11677.158 9402.536|-11678.038 9402.525
236 223 TUSCANY SPRINGS BV NW,-11678.052 9414.467|-11712.159 9414.356|-11712.152 9412.522|-11720.778 9412.477|-11744.357 9412.399|-11745.098 9412.933|-11742.651 9416.469|-11760.428 9428.789|-11762.854 9425.276|-11773.284 9406.161|-11778.743 9398.311|-11769.649 9392.006|-11766.957 9395.887|-11759.477 9390.650|-11756.667 9394.675|-11750.963 9390.727|-11708.007 9390.894|-11708.014 9392.740|-11677.151 9392.862|-11677.158 9402.536|-11678.038 9402.525
234 223 TUSCANY SPRINGS BV NW,-11678.052 9414.467|-11712.159 9414.356|-11712.152 9412.522|-11720.778 9412.477|-11744.357 9412.399|-11745.098 9412.933|-11742.651 9416.469|-11760.428 9428.789|-11762.854 9425.276|-11773.284 9406.161|-11778.743 9398.311|-11769.649 9392.006|-11766.957 9395.887|-11759.477 9390.650|-11756.667 9394.675|-11750.963 9390.727|-11708.007 9390.894|-11708.014 9392.740|-11677.151 9392.862|-11677.158 9402.536|-11678.038 9402.525
232 223 TUSCANY SPRINGS BV NW,-11678.052 9414.467|-11712.159 9414.356|-11712.152 9412.522|-11720.778 9412.477|-11744.357 9412.399|-11745.098 9412.933|-11742.651 9416.469|-11760.428 9428.789|-11762.854 9425.276|-11773.284 9406.161|-11778.743 9398.311|-11769.649 9392.006|-11766.957 9395.887|-11759.477 9390.650|-11756.667 9394.675|-11750.963 9390.727|-11708.007 9390.894|-11708.014 9392.740|-11677.151 9392.862|-11677.158 9402.536|-11678.038 9402.525
230 223 TUSCANY SPRINGS BV NW,-11678.052 9414.467|-11712.159 9414.356|-11712.152 9412.522|-11720.778 9412.477|-11744.357 9412.399|-11745.098 9412.933|-11742.651 9416.469|-11760.428 9428.789|-11762.854 9425.276|-11773.284 9406.161|-11778.743 9398.311|-11769.649 9392.006|-11766.957 9395.887|-11759.477 9390.650|-11756.667 9394.675|-11750.963 9390.727|-11708.007 9390.894|-11708.014 9392.740|-11677.151 9392.862|-11677.158 9402.536|-11678.038 9402.525
335 223 TUSCANY SPRINGS BV NW,-11678.052 9414.467|-11712.159 9414.356|-11712.152 9412.522|-11720.778 9412.477|-11744.357 9412.399|-11745.098 9412.933|-11742.651 9416.469|-11760.428 9428.789|-11762.854 9425.276|-11773.284 9406.161|-11778.743 9398.311|-11769.649 9392.006|-11766.957 9395.887|-11759.477 9390.650|-11756.667 9394.675|-11750.963 9390.727|-11708.007 9390.894|-11708.014 9392.740|-11677.151 9392.862|-11677.158 9402.536|-11678.038 9402.525
337 223 TUSCANY SPRINGS BV NW,-11678.052 9414.467|-11712.159 9414.356|-11712.152 9412.522|-11720.778 9412.477|-11744.357 9412.399|-11745.098 9412.933|-11742.651 9416.469|-11760.428 9428.789|-11762.854 9425.276|-11773.284 9406.161|-11778.743 9398.311|-11769.649 9392.006|-11766.957 9395.887|-11759.477 9390.650|-11756.667 9394.675|-11750.963 9390.727|-11708.007 9390.894|-11708.014 9392.740|-11677.151 9392.862|-11677.158 9402.536|-11678.038 9402.525
339 223 TUSCANY SPRINGS BV NW,-11678.052 9414.467|-11712.159 9414.356|-11712.152 9412.522|-11720.778 9412.477|-11744.357 9412.399|-11745.098 9412.933|-11742.651 9416.469|-11760.428 9428.789|-11762.854 9425.276|-11773.284 9406.161|-11778.743 9398.311|-11769.649 9392.006|-11766.957 9395.887|-11759.477 9390.650|-11756.667 9394.675|-11750.963 9390.727|-11708.007 9390.894|-11708.014 9392.740|-11677.151 9392.862|-11677.158 9402.536|-11678.038 9402.525
341 223 TUSCANY SPRINGS BV NW,-11678.052 9414.467|-11712.159 9414.356|-11712.152 9412.522|-11720.778 9412.477|-11744.357 9412.399|-11745.098 9412.933|-11742.651 9416.469|-11760.428 9428.789|-11762.854 9425.276|-11773.284 9406.161|-11778.743 9398.311|-11769.649 9392.006|-11766.957 9395.887|-11759.477 9390.650|-11756.667 9394.675|-11750.963 9390.727|-11708.007 9390.894|-11708.014 9392.740|-11677.151 9392.862|-11677.158 9402.536|-11678.038 9402.525
343 223 TUSCANY SPRINGS BV NW,-11678.052 9414.467|-11712.159 9414.356|-11712.152 9412.522|-11720.778 9412.477|-11744.357 9412.399|-11745.098 9412.933|-11742.651 9416.469|-11760.428 9428.789|-11762.854 9425.276|-11773.284 9406.161|-11778.743 9398.311|-11769.649 9392.006|-11766.957 9395.887|-11759.477 9390.650|-11756.667 9394.675|-11750.963 9390.727|-11708.007 9390.894|-11708.014 9392.740|-11677.151 9392.862|-11677.158 9402.536|-11678.038 9402.525
345 223 TUSCANY SPRINGS BV NW,-11678.052 9414.467|-11712.159 9414.356|-11712.152 9412.522|-11720.778 9412.477|-11744.357 9412.399|-11745.098 9412.933|-11742.651 9416.469|-11760.428 9428.789|-11762.854 9425.276|-11773.284 9406.161|-11778.743 9398.311|-11769.649 9392.006|-11766.957 9395.887|-11759.477 9390.650|-11756.667 9394.675|-11750.963 9390.727|-11708.007 9390.894|-11708.014 9392.740|-11677.151 9392.862|-11677.158 9402.536|-11678.038 9402.525
346 223 TUSCANY SPRINGS BV NW,-11678.052 9414.467|-11712.159 9414.356|-11712.152 9412.522|-11720.778 9412.477|-11744.357 9412.399|-11745.098 9412.933|-11742.651 9416.469|-11760.428 9428.789|-11762.854 9425.276|-11773.284 9406.161|-11778.743 9398.311|-11769.649 9392.006|-11766.957 9395.887|-11759.477 9390.650|-11756.667 9394.675|-11750.963 9390.727|-11708.007 9390.894|-11708.014 9392.740|-11677.151 9392.862|-11677.158 9402.536|-11678.038 9402.525
342 223 TUSCANY SPRINGS BV NW,-11678.052 9414.467|-11712.159 9414.356|-11712.152 9412.522|-11720.778 9412.477|-11744.357 9412.399|-11745.098 9412.933|-11742.651 9416.469|-11760.428 9428.789|-11762.854 9425.276|-11773.284 9406.161|-11778.743 9398.311|-11769.649 9392.006|-11766.957 9395.887|-11759.477 9390.650|-11756.667 9394.675|-11750.963 9390.727|-11708.007 9390.894|-11708.014 9392.740|-11677.151 9392.862|-11677.158 9402.536|-11678.038 9402.525
340 223 TUSCANY SPRINGS BV NW,-11678.052 9414.467|-11712.159 9414.356|-11712.152 9412.522|-11720.778 9412.477|-11744.357 9412.399|-11745.098 9412.933|-11742.651 9416.469|-11760.428 9428.789|-11762.854 9425.276|-11773.284 9406.161|-11778.743 9398.311|-11769.649 9392.006|-11766.957 9395.887|-11759.477 9390.650|-11756.667 9394.675|-11750.963 9390.727|-11708.007 9390.894|-11708.014 9392.740|-11677.151 9392.862|-11677.158 9402.536|-11678.038 9402.525
