ADDRESS,POINTS
3212 TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
3210 TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
3208 TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
3206 TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
3205 TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
3204 TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
3302 TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
3301 TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
3303 TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
3307 TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
3309 TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
3311 TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
3313 TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
3315 TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
3317 TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
3318 TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
3316 TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
3314 TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
3312 TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
3310 TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
3308 TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
3306 TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
3305 TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
3304 TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
231V TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
232V TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
233V TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
234V TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
235V TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
236V TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
237V TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
238V TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
239V TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
240V TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
241V TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
242V TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
243V TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
244V TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
245V TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
246V TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
247V TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
248V TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
249V TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
250V TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
251V TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
252V TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
253V TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
254V TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
255V TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
256V TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
257V TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
258V TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
259V TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
260V TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
261V TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
262V TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
263V TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
264V TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
265V TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
266V TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
267V TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
268V TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
269V TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
270V TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
271V TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
272V TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
273V TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
274V TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
275V TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
276V TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
277V TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
278V TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
279V TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
280V TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
281V TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
282V TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
283V TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
284V TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
285V TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
286V TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
287V TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
288V TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
289V TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
290V TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
291V TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
292V TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
293V TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
294V TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
295V TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
296V TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
297V TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
298V TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
299V TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
300V TUSCARORA MR NW,-11499.166 9246.752|-11522.256 9246.719|-11524.877 9249.343|-11524.961 9305.141|-11549.819 9305.096|-11549.693 9221.600|-11499.124 9221.678
1117 TUSCARORA MR NW,-11460.635 9332.028|-11502.179 9358.748|-11556.565 9358.659|-11556.523 9333.573|-11509.526 9333.651|-11474.168 9310.934
1115 TUSCARORA MR NW,-11460.635 9332.028|-11502.179 9358.748|-11556.565 9358.659|-11556.523 9333.573|-11509.526 9333.651|-11474.168 9310.934
1113 TUSCARORA MR NW,-11460.635 9332.028|-11502.179 9358.748|-11556.565 9358.659|-11556.523 9333.573|-11509.526 9333.651|-11474.168 9310.934
1111 TUSCARORA MR NW,-11460.635 9332.028|-11502.179 9358.748|-11556.565 9358.659|-11556.523 9333.573|-11509.526 9333.651|-11474.168 9310.934
1105 TUSCARORA MR NW,-11460.635 9332.028|-11502.179 9358.748|-11556.565 9358.659|-11556.523 9333.573|-11509.526 9333.651|-11474.168 9310.934
1103 TUSCARORA MR NW,-11460.635 9332.028|-11502.179 9358.748|-11556.565 9358.659|-11556.523 9333.573|-11509.526 9333.651|-11474.168 9310.934
1101 TUSCARORA MR NW,-11460.635 9332.028|-11502.179 9358.748|-11556.565 9358.659|-11556.523 9333.573|-11509.526 9333.651|-11474.168 9310.934
1102 TUSCARORA MR NW,-11460.635 9332.028|-11502.179 9358.748|-11556.565 9358.659|-11556.523 9333.573|-11509.526 9333.651|-11474.168 9310.934
1104 TUSCARORA MR NW,-11460.635 9332.028|-11502.179 9358.748|-11556.565 9358.659|-11556.523 9333.573|-11509.526 9333.651|-11474.168 9310.934
1106 TUSCARORA MR NW,-11460.635 9332.028|-11502.179 9358.748|-11556.565 9358.659|-11556.523 9333.573|-11509.526 9333.651|-11474.168 9310.934
1108 TUSCARORA MR NW,-11460.635 9332.028|-11502.179 9358.748|-11556.565 9358.659|-11556.523 9333.573|-11509.526 9333.651|-11474.168 9310.934
1112 TUSCARORA MR NW,-11460.635 9332.028|-11502.179 9358.748|-11556.565 9358.659|-11556.523 9333.573|-11509.526 9333.651|-11474.168 9310.934
1114 TUSCARORA MR NW,-11460.635 9332.028|-11502.179 9358.748|-11556.565 9358.659|-11556.523 9333.573|-11509.526 9333.651|-11474.168 9310.934
1116 TUSCARORA MR NW,-11460.635 9332.028|-11502.179 9358.748|-11556.565 9358.659|-11556.523 9333.573|-11509.526 9333.651|-11474.168 9310.934
1118 TUSCARORA MR NW,-11460.635 9332.028|-11502.179 9358.748|-11556.565 9358.659|-11556.523 9333.573|-11509.526 9333.651|-11474.168 9310.934
1217 TUSCARORA MR NW,-11460.635 9332.028|-11502.179 9358.748|-11556.565 9358.659|-11556.523 9333.573|-11509.526 9333.651|-11474.168 9310.934
1215 TUSCARORA MR NW,-11460.635 9332.028|-11502.179 9358.748|-11556.565 9358.659|-11556.523 9333.573|-11509.526 9333.651|-11474.168 9310.934
1213 TUSCARORA MR NW,-11460.635 9332.028|-11502.179 9358.748|-11556.565 9358.659|-11556.523 9333.573|-11509.526 9333.651|-11474.168 9310.934
1211 TUSCARORA MR NW,-11460.635 9332.028|-11502.179 9358.748|-11556.565 9358.659|-11556.523 9333.573|-11509.526 9333.651|-11474.168 9310.934
1207 TUSCARORA MR NW,-11460.635 9332.028|-11502.179 9358.748|-11556.565 9358.659|-11556.523 9333.573|-11509.526 9333.651|-11474.168 9310.934
1205 TUSCARORA MR NW,-11460.635 9332.028|-11502.179 9358.748|-11556.565 9358.659|-11556.523 9333.573|-11509.526 9333.651|-11474.168 9310.934
1203 TUSCARORA MR NW,-11460.635 9332.028|-11502.179 9358.748|-11556.565 9358.659|-11556.523 9333.573|-11509.526 9333.651|-11474.168 9310.934
1201 TUSCARORA MR NW,-11460.635 9332.028|-11502.179 9358.748|-11556.565 9358.659|-11556.523 9333.573|-11509.526 9333.651|-11474.168 9310.934
1202 TUSCARORA MR NW,-11460.635 9332.028|-11502.179 9358.748|-11556.565 9358.659|-11556.523 9333.573|-11509.526 9333.651|-11474.168 9310.934
1204 TUSCARORA MR NW,-11460.635 9332.028|-11502.179 9358.748|-11556.565 9358.659|-11556.523 9333.573|-11509.526 9333.651|-11474.168 9310.934
1206 TUSCARORA MR NW,-11460.635 9332.028|-11502.179 9358.748|-11556.565 9358.659|-11556.523 9333.573|-11509.526 9333.651|-11474.168 9310.934
1208 TUSCARORA MR NW,-11460.635 9332.028|-11502.179 9358.748|-11556.565 9358.659|-11556.523 9333.573|-11509.526 9333.651|-11474.168 9310.934
1210 TUSCARORA MR NW,-11460.635 9332.028|-11502.179 9358.748|-11556.565 9358.659|-11556.523 9333.573|-11509.526 9333.651|-11474.168 9310.934
1212 TUSCARORA MR NW,-11460.635 9332.028|-11502.179 9358.748|-11556.565 9358.659|-11556.523 9333.573|-11509.526 9333.651|-11474.168 9310.934
1214 TUSCARORA MR NW,-11460.635 9332.028|-11502.179 9358.748|-11556.565 9358.659|-11556.523 9333.573|-11509.526 9333.651|-11474.168 9310.934
1216 TUSCARORA MR NW,-11460.635 9332.028|-11502.179 9358.748|-11556.565 9358.659|-11556.523 9333.573|-11509.526 9333.651|-11474.168 9310.934
1218 TUSCARORA MR NW,-11460.635 9332.028|-11502.179 9358.748|-11556.565 9358.659|-11556.523 9333.573|-11509.526 9333.651|-11474.168 9310.934
1317 TUSCARORA MR NW,-11460.635 9332.028|-11502.179 9358.748|-11556.565 9358.659|-11556.523 9333.573|-11509.526 9333.651|-11474.168 9310.934
1315 TUSCARORA MR NW,-11460.635 9332.028|-11502.179 9358.748|-11556.565 9358.659|-11556.523 9333.573|-11509.526 9333.651|-11474.168 9310.934
1313 TUSCARORA MR NW,-11460.635 9332.028|-11502.179 9358.748|-11556.565 9358.659|-11556.523 9333.573|-11509.526 9333.651|-11474.168 9310.934
1311 TUSCARORA MR NW,-11460.635 9332.028|-11502.179 9358.748|-11556.565 9358.659|-11556.523 9333.573|-11509.526 9333.651|-11474.168 9310.934
1307 TUSCARORA MR NW,-11460.635 9332.028|-11502.179 9358.748|-11556.565 9358.659|-11556.523 9333.573|-11509.526 9333.651|-11474.168 9310.934
