ADDRESS,POINTS
6 ASPEN RIDGE PA SW,-8546.228 -302.668|-8542.733 -299.154|-8541.740 -298.154|-8541.733 -287.612|-8573.379 -287.701|-8574.945 -289.592|-8576.811 -291.182|-8578.643 -292.683|-8580.257 -294.429|-8581.607 -296.363|-8582.683 -298.476|-8579.405 -302.779
10 ASPEN RIDGE PA SW,-8573.379 -287.701|-8541.733 -287.612|-8541.726 -267.864|-8571.477 -275.303|-8571.086 -276.871|-8570.869 -278.483|-8570.841 -280.107|-8570.988 -281.719|-8571.331 -283.309|-8571.841 -284.855|-8572.526 -286.322
14 ASPEN RIDGE PA SW,-8571.477 -275.303|-8541.726 -267.864|-8541.726 -253.509|-8538.720 -213.156|-8538.720 -212.511|-8541.691 -212.834|-8576.448 -268.220|-8574.812 -269.677|-8573.414 -271.367|-8572.295 -273.257
216V 25 ASPENMONT HT SW,-9948.294 -1069.657|-9944.833 -1071.325|-9944.351 -1070.313|-9941.247 -1071.803|-9939.751 -1068.668|-9938.808 -1069.124|-9933.495 -1057.982|-9939.975 -1054.868|-9936.906 -1048.441|-9937.766 -1045.183|-9941.520 -1041.036|-9992.690 -1018.897|-9995.018 -1017.818|-9997.283 -1016.617|-9999.485 -1015.305|-10001.617 -1013.893|-10003.679 -1012.359|-10005.651 -1010.724|-10007.538 -1008.989|-10009.335 -1007.155|-10038.051 -1027.014|-10026.014 -1034.420|-10009.083 -1044.839|-9948.825 -1070.903
217V 25 ASPENMONT HT SW,-9948.294 -1069.657|-9944.833 -1071.325|-9944.351 -1070.313|-9941.247 -1071.803|-9939.751 -1068.668|-9938.808 -1069.124|-9933.495 -1057.982|-9939.975 -1054.868|-9936.906 -1048.441|-9937.766 -1045.183|-9941.520 -1041.036|-9992.690 -1018.897|-9995.018 -1017.818|-9997.283 -1016.617|-9999.485 -1015.305|-10001.617 -1013.893|-10003.679 -1012.359|-10005.651 -1010.724|-10007.538 -1008.989|-10009.335 -1007.155|-10038.051 -1027.014|-10026.014 -1034.420|-10009.083 -1044.839|-9948.825 -1070.903
218V 25 ASPENMONT HT SW,-9948.294 -1069.657|-9944.833 -1071.325|-9944.351 -1070.313|-9941.247 -1071.803|-9939.751 -1068.668|-9938.808 -1069.124|-9933.495 -1057.982|-9939.975 -1054.868|-9936.906 -1048.441|-9937.766 -1045.183|-9941.520 -1041.036|-9992.690 -1018.897|-9995.018 -1017.818|-9997.283 -1016.617|-9999.485 -1015.305|-10001.617 -1013.893|-10003.679 -1012.359|-10005.651 -1010.724|-10007.538 -1008.989|-10009.335 -1007.155|-10038.051 -1027.014|-10026.014 -1034.420|-10009.083 -1044.839|-9948.825 -1070.903
219V 25 ASPENMONT HT SW,-9948.294 -1069.657|-9944.833 -1071.325|-9944.351 -1070.313|-9941.247 -1071.803|-9939.751 -1068.668|-9938.808 -1069.124|-9933.495 -1057.982|-9939.975 -1054.868|-9936.906 -1048.441|-9937.766 -1045.183|-9941.520 -1041.036|-9992.690 -1018.897|-9995.018 -1017.818|-9997.283 -1016.617|-9999.485 -1015.305|-10001.617 -1013.893|-10003.679 -1012.359|-10005.651 -1010.724|-10007.538 -1008.989|-10009.335 -1007.155|-10038.051 -1027.014|-10026.014 -1034.420|-10009.083 -1044.839|-9948.825 -1070.903
220V 25 ASPENMONT HT SW,-9948.294 -1069.657|-9944.833 -1071.325|-9944.351 -1070.313|-9941.247 -1071.803|-9939.751 -1068.668|-9938.808 -1069.124|-9933.495 -1057.982|-9939.975 -1054.868|-9936.906 -1048.441|-9937.766 -1045.183|-9941.520 -1041.036|-9992.690 -1018.897|-9995.018 -1017.818|-9997.283 -1016.617|-9999.485 -1015.305|-10001.617 -1013.893|-10003.679 -1012.359|-10005.651 -1010.724|-10007.538 -1008.989|-10009.335 -1007.155|-10038.051 -1027.014|-10026.014 -1034.420|-10009.083 -1044.839|-9948.825 -1070.903
221V 25 ASPENMONT HT SW,-9948.294 -1069.657|-9944.833 -1071.325|-9944.351 -1070.313|-9941.247 -1071.803|-9939.751 -1068.668|-9938.808 -1069.124|-9933.495 -1057.982|-9939.975 -1054.868|-9936.906 -1048.441|-9937.766 -1045.183|-9941.520 -1041.036|-9992.690 -1018.897|-9995.018 -1017.818|-9997.283 -1016.617|-9999.485 -1015.305|-10001.617 -1013.893|-10003.679 -1012.359|-10005.651 -1010.724|-10007.538 -1008.989|-10009.335 -1007.155|-10038.051 -1027.014|-10026.014 -1034.420|-10009.083 -1044.839|-9948.825 -1070.903
222V 25 ASPENMONT HT SW,-9948.294 -1069.657|-9944.833 -1071.325|-9944.351 -1070.313|-9941.247 -1071.803|-9939.751 -1068.668|-9938.808 -1069.124|-9933.495 -1057.982|-9939.975 -1054.868|-9936.906 -1048.441|-9937.766 -1045.183|-9941.520 -1041.036|-9992.690 -1018.897|-9995.018 -1017.818|-9997.283 -1016.617|-9999.485 -1015.305|-10001.617 -1013.893|-10003.679 -1012.359|-10005.651 -1010.724|-10007.538 -1008.989|-10009.335 -1007.155|-10038.051 -1027.014|-10026.014 -1034.420|-10009.083 -1044.839|-9948.825 -1070.903
