ADDRESS,POINTS
1901 19 ST NE,4039.658 2334.664|4039.784 2543.955|4035.226 2548.548|3913.906 2549.159|3913.095 2384.190|3912.830 2330.739|4035.086 2330.116
2222 VERMILLION ST NE,3866.098 2673.631|3925.426 2673.353|3925.475 2722.701|3866.147 2722.979
304 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
305 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
306 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
307 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
308 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
309 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
310 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
311 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
312 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
313 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
314 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
315 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
316 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
317 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
318 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
319 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
320 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
321 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
322 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
323 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
324 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
325 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
326 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
327 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
328 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
329 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
330 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
331 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
332 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
333 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
334 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
335 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
336 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
337 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
338 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
339 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
340 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
341 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
342 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
343 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
344 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
345 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
346 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
347 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
348 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
349 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
350 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
351 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
352 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
353 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
354 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
355 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
356 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
357 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
358 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
359 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
360 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
361 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
362 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
363 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
364 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
365 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
366 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
367 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
368 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
369 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
370 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
371 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
372 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
373 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
374 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
375 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
376 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
377 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
378 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
379 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
380 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
381 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
382 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
383 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
384 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
385 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
386 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
387 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
388 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
389 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
390 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
391 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
392 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
393 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
394 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
395 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
396 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
397 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
398 2211 19 ST NE,3866.098 2673.631|3866.000 2574.056|3870.649 2569.397|4035.219 2568.674|4039.784 2573.222|4040.161 2903.204|4035.533 2907.730|3870.901 2908.197|3866.336 2903.615|3866.147 2722.979|3925.475 2722.701|3925.426 2673.353
