ADDRESS,POINTS
702A 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
701A 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
802A 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
801A 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
1002A 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
1001A 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
1102A 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
1101A 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
1202A 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
1201A 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
1302A 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
1301A 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
1402A 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
1401A 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
1502A 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
1501A 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
1602A 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
1601A 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
1702A 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
1701A 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
1802A 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
1801A 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
1902A 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
1901A 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
2000A 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
2100A 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
2200A 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
2300A 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
201B 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
202B 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
301B 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
302B 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
401B 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
402B 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
501B 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
502B 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
701B 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
702B 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
801B 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
802B 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
901B 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
902B 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
1001B 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
1002B 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
1100B 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
102C 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
101C 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
202C 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
201C 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
302C 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
301C 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
400C 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
500C 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
102D 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
101D 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
202D 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
201D 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
302D 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
301D 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
402D 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
401D 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
502D 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
501D 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
