ADDRESS,POINTS
1311 4 ST SW,-82.382 -859.677|-89.973 -859.343|-95.195 -859.110|-95.454 -865.203|-97.824 -865.092|-99.599 -904.822|-23.697 -908.247|-19.174 -903.999|-19.174 -868.561|-18.873 -862.479|-29.261 -862.023|-36.846 -861.689|-44.437 -861.345|-52.029 -861.011|-59.614 -860.678|-67.205 -860.344|-74.790 -860.010
260V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
261V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
262V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
263V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
272V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
273V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
274V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
275V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
276V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
277V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
278V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
279V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
280V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
281V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
282V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
283V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
284V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
285V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
289V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
311V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
329V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
