ADDRESS,POINTS
4135 UNIVERSITY AV NW,-5272.420 3305.151|-5264.989 3292.531|-5262.255 3294.143|-5259.578 3289.595|-5255.810 3291.808|-5255.475 3291.241|-5246.219 3296.701|-5256.663 3314.447
143V 4138 UNIVERSITY AV NW,-5294.579 3359.036|-5268.819 3374.259|-5272.944 3381.264|-5273.377 3381.009|-5273.909 3381.898|-5274.181 3382.632|-5274.153 3383.421|-5273.825 3384.144|-5273.244 3384.667|-5321.660 3356.056|-5300.997 3320.874|-5290.133 3327.279|-5297.844 3340.378|-5294.586 3342.302|-5295.915 3344.559|-5289.518 3348.328|-5294.691 3357.124|-5293.775 3357.669
144V 4138 UNIVERSITY AV NW,-5294.579 3359.036|-5268.819 3374.259|-5272.944 3381.264|-5273.377 3381.009|-5273.909 3381.898|-5274.181 3382.632|-5274.153 3383.421|-5273.825 3384.144|-5273.244 3384.667|-5321.660 3356.056|-5300.997 3320.874|-5290.133 3327.279|-5297.844 3340.378|-5294.586 3342.302|-5295.915 3344.559|-5289.518 3348.328|-5294.691 3357.124|-5293.775 3357.669
145V 4138 UNIVERSITY AV NW,-5294.579 3359.036|-5268.819 3374.259|-5272.944 3381.264|-5273.377 3381.009|-5273.909 3381.898|-5274.181 3382.632|-5274.153 3383.421|-5273.825 3384.144|-5273.244 3384.667|-5321.660 3356.056|-5300.997 3320.874|-5290.133 3327.279|-5297.844 3340.378|-5294.586 3342.302|-5295.915 3344.559|-5289.518 3348.328|-5294.691 3357.124|-5293.775 3357.669
146V 4138 UNIVERSITY AV NW,-5294.579 3359.036|-5268.819 3374.259|-5272.944 3381.264|-5273.377 3381.009|-5273.909 3381.898|-5274.181 3382.632|-5274.153 3383.421|-5273.825 3384.144|-5273.244 3384.667|-5321.660 3356.056|-5300.997 3320.874|-5290.133 3327.279|-5297.844 3340.378|-5294.586 3342.302|-5295.915 3344.559|-5289.518 3348.328|-5294.691 3357.124|-5293.775 3357.669
147V 4138 UNIVERSITY AV NW,-5294.579 3359.036|-5268.819 3374.259|-5272.944 3381.264|-5273.377 3381.009|-5273.909 3381.898|-5274.181 3382.632|-5274.153 3383.421|-5273.825 3384.144|-5273.244 3384.667|-5321.660 3356.056|-5300.997 3320.874|-5290.133 3327.279|-5297.844 3340.378|-5294.586 3342.302|-5295.915 3344.559|-5289.518 3348.328|-5294.691 3357.124|-5293.775 3357.669
148V 4138 UNIVERSITY AV NW,-5294.579 3359.036|-5268.819 3374.259|-5272.944 3381.264|-5273.377 3381.009|-5273.909 3381.898|-5274.181 3382.632|-5274.153 3383.421|-5273.825 3384.144|-5273.244 3384.667|-5321.660 3356.056|-5300.997 3320.874|-5290.133 3327.279|-5297.844 3340.378|-5294.586 3342.302|-5295.915 3344.559|-5289.518 3348.328|-5294.691 3357.124|-5293.775 3357.669
149V 4138 UNIVERSITY AV NW,-5294.579 3359.036|-5268.819 3374.259|-5272.944 3381.264|-5273.377 3381.009|-5273.909 3381.898|-5274.181 3382.632|-5274.153 3383.421|-5273.825 3384.144|-5273.244 3384.667|-5321.660 3356.056|-5300.997 3320.874|-5290.133 3327.279|-5297.844 3340.378|-5294.586 3342.302|-5295.915 3344.559|-5289.518 3348.328|-5294.691 3357.124|-5293.775 3357.669
150V 4138 UNIVERSITY AV NW,-5294.579 3359.036|-5268.819 3374.259|-5272.944 3381.264|-5273.377 3381.009|-5273.909 3381.898|-5274.181 3382.632|-5274.153 3383.421|-5273.825 3384.144|-5273.244 3384.667|-5321.660 3356.056|-5300.997 3320.874|-5290.133 3327.279|-5297.844 3340.378|-5294.586 3342.302|-5295.915 3344.559|-5289.518 3348.328|-5294.691 3357.124|-5293.775 3357.669
151V 4138 UNIVERSITY AV NW,-5294.579 3359.036|-5268.819 3374.259|-5272.944 3381.264|-5273.377 3381.009|-5273.909 3381.898|-5274.181 3382.632|-5274.153 3383.421|-5273.825 3384.144|-5273.244 3384.667|-5321.660 3356.056|-5300.997 3320.874|-5290.133 3327.279|-5297.844 3340.378|-5294.586 3342.302|-5295.915 3344.559|-5289.518 3348.328|-5294.691 3357.124|-5293.775 3357.669
152V 4138 UNIVERSITY AV NW,-5294.579 3359.036|-5268.819 3374.259|-5272.944 3381.264|-5273.377 3381.009|-5273.909 3381.898|-5274.181 3382.632|-5274.153 3383.421|-5273.825 3384.144|-5273.244 3384.667|-5321.660 3356.056|-5300.997 3320.874|-5290.133 3327.279|-5297.844 3340.378|-5294.586 3342.302|-5295.915 3344.559|-5289.518 3348.328|-5294.691 3357.124|-5293.775 3357.669
153V 4138 UNIVERSITY AV NW,-5294.579 3359.036|-5268.819 3374.259|-5272.944 3381.264|-5273.377 3381.009|-5273.909 3381.898|-5274.181 3382.632|-5274.153 3383.421|-5273.825 3384.144|-5273.244 3384.667|-5321.660 3356.056|-5300.997 3320.874|-5290.133 3327.279|-5297.844 3340.378|-5294.586 3342.302|-5295.915 3344.559|-5289.518 3348.328|-5294.691 3357.124|-5293.775 3357.669
154V 4138 UNIVERSITY AV NW,-5294.579 3359.036|-5268.819 3374.259|-5272.944 3381.264|-5273.377 3381.009|-5273.909 3381.898|-5274.181 3382.632|-5274.153 3383.421|-5273.825 3384.144|-5273.244 3384.667|-5321.660 3356.056|-5300.997 3320.874|-5290.133 3327.279|-5297.844 3340.378|-5294.586 3342.302|-5295.915 3344.559|-5289.518 3348.328|-5294.691 3357.124|-5293.775 3357.669
155V 4138 UNIVERSITY AV NW,-5294.579 3359.036|-5268.819 3374.259|-5272.944 3381.264|-5273.377 3381.009|-5273.909 3381.898|-5274.181 3382.632|-5274.153 3383.421|-5273.825 3384.144|-5273.244 3384.667|-5321.660 3356.056|-5300.997 3320.874|-5290.133 3327.279|-5297.844 3340.378|-5294.586 3342.302|-5295.915 3344.559|-5289.518 3348.328|-5294.691 3357.124|-5293.775 3357.669
156V 4138 UNIVERSITY AV NW,-5294.579 3359.036|-5268.819 3374.259|-5272.944 3381.264|-5273.377 3381.009|-5273.909 3381.898|-5274.181 3382.632|-5274.153 3383.421|-5273.825 3384.144|-5273.244 3384.667|-5321.660 3356.056|-5300.997 3320.874|-5290.133 3327.279|-5297.844 3340.378|-5294.586 3342.302|-5295.915 3344.559|-5289.518 3348.328|-5294.691 3357.124|-5293.775 3357.669
157V 4138 UNIVERSITY AV NW,-5294.579 3359.036|-5268.819 3374.259|-5272.944 3381.264|-5273.377 3381.009|-5273.909 3381.898|-5274.181 3382.632|-5274.153 3383.421|-5273.825 3384.144|-5273.244 3384.667|-5321.660 3356.056|-5300.997 3320.874|-5290.133 3327.279|-5297.844 3340.378|-5294.586 3342.302|-5295.915 3344.559|-5289.518 3348.328|-5294.691 3357.124|-5293.775 3357.669
158V 4138 UNIVERSITY AV NW,-5294.579 3359.036|-5268.819 3374.259|-5272.944 3381.264|-5273.377 3381.009|-5273.909 3381.898|-5274.181 3382.632|-5274.153 3383.421|-5273.825 3384.144|-5273.244 3384.667|-5321.660 3356.056|-5300.997 3320.874|-5290.133 3327.279|-5297.844 3340.378|-5294.586 3342.302|-5295.915 3344.559|-5289.518 3348.328|-5294.691 3357.124|-5293.775 3357.669
159V 4138 UNIVERSITY AV NW,-5294.579 3359.036|-5268.819 3374.259|-5272.944 3381.264|-5273.377 3381.009|-5273.909 3381.898|-5274.181 3382.632|-5274.153 3383.421|-5273.825 3384.144|-5273.244 3384.667|-5321.660 3356.056|-5300.997 3320.874|-5290.133 3327.279|-5297.844 3340.378|-5294.586 3342.302|-5295.915 3344.559|-5289.518 3348.328|-5294.691 3357.124|-5293.775 3357.669
160V 4138 UNIVERSITY AV NW,-5294.579 3359.036|-5268.819 3374.259|-5272.944 3381.264|-5273.377 3381.009|-5273.909 3381.898|-5274.181 3382.632|-5274.153 3383.421|-5273.825 3384.144|-5273.244 3384.667|-5321.660 3356.056|-5300.997 3320.874|-5290.133 3327.279|-5297.844 3340.378|-5294.586 3342.302|-5295.915 3344.559|-5289.518 3348.328|-5294.691 3357.124|-5293.775 3357.669
161V 4138 UNIVERSITY AV NW,-5294.579 3359.036|-5268.819 3374.259|-5272.944 3381.264|-5273.377 3381.009|-5273.909 3381.898|-5274.181 3382.632|-5274.153 3383.421|-5273.825 3384.144|-5273.244 3384.667|-5321.660 3356.056|-5300.997 3320.874|-5290.133 3327.279|-5297.844 3340.378|-5294.586 3342.302|-5295.915 3344.559|-5289.518 3348.328|-5294.691 3357.124|-5293.775 3357.669
162V 4138 UNIVERSITY AV NW,-5294.579 3359.036|-5268.819 3374.259|-5272.944 3381.264|-5273.377 3381.009|-5273.909 3381.898|-5274.181 3382.632|-5274.153 3383.421|-5273.825 3384.144|-5273.244 3384.667|-5321.660 3356.056|-5300.997 3320.874|-5290.133 3327.279|-5297.844 3340.378|-5294.586 3342.302|-5295.915 3344.559|-5289.518 3348.328|-5294.691 3357.124|-5293.775 3357.669
163V 4138 UNIVERSITY AV NW,-5294.579 3359.036|-5268.819 3374.259|-5272.944 3381.264|-5273.377 3381.009|-5273.909 3381.898|-5274.181 3382.632|-5274.153 3383.421|-5273.825 3384.144|-5273.244 3384.667|-5321.660 3356.056|-5300.997 3320.874|-5290.133 3327.279|-5297.844 3340.378|-5294.586 3342.302|-5295.915 3344.559|-5289.518 3348.328|-5294.691 3357.124|-5293.775 3357.669
164V 4138 UNIVERSITY AV NW,-5294.579 3359.036|-5268.819 3374.259|-5272.944 3381.264|-5273.377 3381.009|-5273.909 3381.898|-5274.181 3382.632|-5274.153 3383.421|-5273.825 3384.144|-5273.244 3384.667|-5321.660 3356.056|-5300.997 3320.874|-5290.133 3327.279|-5297.844 3340.378|-5294.586 3342.302|-5295.915 3344.559|-5289.518 3348.328|-5294.691 3357.124|-5293.775 3357.669
165V 4138 UNIVERSITY AV NW,-5294.579 3359.036|-5268.819 3374.259|-5272.944 3381.264|-5273.377 3381.009|-5273.909 3381.898|-5274.181 3382.632|-5274.153 3383.421|-5273.825 3384.144|-5273.244 3384.667|-5321.660 3356.056|-5300.997 3320.874|-5290.133 3327.279|-5297.844 3340.378|-5294.586 3342.302|-5295.915 3344.559|-5289.518 3348.328|-5294.691 3357.124|-5293.775 3357.669
166V 4138 UNIVERSITY AV NW,-5294.579 3359.036|-5268.819 3374.259|-5272.944 3381.264|-5273.377 3381.009|-5273.909 3381.898|-5274.181 3382.632|-5274.153 3383.421|-5273.825 3384.144|-5273.244 3384.667|-5321.660 3356.056|-5300.997 3320.874|-5290.133 3327.279|-5297.844 3340.378|-5294.586 3342.302|-5295.915 3344.559|-5289.518 3348.328|-5294.691 3357.124|-5293.775 3357.669
167V 4138 UNIVERSITY AV NW,-5294.579 3359.036|-5268.819 3374.259|-5272.944 3381.264|-5273.377 3381.009|-5273.909 3381.898|-5274.181 3382.632|-5274.153 3383.421|-5273.825 3384.144|-5273.244 3384.667|-5321.660 3356.056|-5300.997 3320.874|-5290.133 3327.279|-5297.844 3340.378|-5294.586 3342.302|-5295.915 3344.559|-5289.518 3348.328|-5294.691 3357.124|-5293.775 3357.669
168V 4138 UNIVERSITY AV NW,-5294.579 3359.036|-5268.819 3374.259|-5272.944 3381.264|-5273.377 3381.009|-5273.909 3381.898|-5274.181 3382.632|-5274.153 3383.421|-5273.825 3384.144|-5273.244 3384.667|-5321.660 3356.056|-5300.997 3320.874|-5290.133 3327.279|-5297.844 3340.378|-5294.586 3342.302|-5295.915 3344.559|-5289.518 3348.328|-5294.691 3357.124|-5293.775 3357.669
169V 4138 UNIVERSITY AV NW,-5294.579 3359.036|-5268.819 3374.259|-5272.944 3381.264|-5273.377 3381.009|-5273.909 3381.898|-5274.181 3382.632|-5274.153 3383.421|-5273.825 3384.144|-5273.244 3384.667|-5321.660 3356.056|-5300.997 3320.874|-5290.133 3327.279|-5297.844 3340.378|-5294.586 3342.302|-5295.915 3344.559|-5289.518 3348.328|-5294.691 3357.124|-5293.775 3357.669
170V 4138 UNIVERSITY AV NW,-5294.579 3359.036|-5268.819 3374.259|-5272.944 3381.264|-5273.377 3381.009|-5273.909 3381.898|-5274.181 3382.632|-5274.153 3383.421|-5273.825 3384.144|-5273.244 3384.667|-5321.660 3356.056|-5300.997 3320.874|-5290.133 3327.279|-5297.844 3340.378|-5294.586 3342.302|-5295.915 3344.559|-5289.518 3348.328|-5294.691 3357.124|-5293.775 3357.669
171V 4138 UNIVERSITY AV NW,-5294.579 3359.036|-5268.819 3374.259|-5272.944 3381.264|-5273.377 3381.009|-5273.909 3381.898|-5274.181 3382.632|-5274.153 3383.421|-5273.825 3384.144|-5273.244 3384.667|-5321.660 3356.056|-5300.997 3320.874|-5290.133 3327.279|-5297.844 3340.378|-5294.586 3342.302|-5295.915 3344.559|-5289.518 3348.328|-5294.691 3357.124|-5293.775 3357.669
172V 4138 UNIVERSITY AV NW,-5294.579 3359.036|-5268.819 3374.259|-5272.944 3381.264|-5273.377 3381.009|-5273.909 3381.898|-5274.181 3382.632|-5274.153 3383.421|-5273.825 3384.144|-5273.244 3384.667|-5321.660 3356.056|-5300.997 3320.874|-5290.133 3327.279|-5297.844 3340.378|-5294.586 3342.302|-5295.915 3344.559|-5289.518 3348.328|-5294.691 3357.124|-5293.775 3357.669
173V 4138 UNIVERSITY AV NW,-5294.579 3359.036|-5268.819 3374.259|-5272.944 3381.264|-5273.377 3381.009|-5273.909 3381.898|-5274.181 3382.632|-5274.153 3383.421|-5273.825 3384.144|-5273.244 3384.667|-5321.660 3356.056|-5300.997 3320.874|-5290.133 3327.279|-5297.844 3340.378|-5294.586 3342.302|-5295.915 3344.559|-5289.518 3348.328|-5294.691 3357.124|-5293.775 3357.669
174V 4138 UNIVERSITY AV NW,-5294.579 3359.036|-5268.819 3374.259|-5272.944 3381.264|-5273.377 3381.009|-5273.909 3381.898|-5274.181 3382.632|-5274.153 3383.421|-5273.825 3384.144|-5273.244 3384.667|-5321.660 3356.056|-5300.997 3320.874|-5290.133 3327.279|-5297.844 3340.378|-5294.586 3342.302|-5295.915 3344.559|-5289.518 3348.328|-5294.691 3357.124|-5293.775 3357.669
175V 4138 UNIVERSITY AV NW,-5294.579 3359.036|-5268.819 3374.259|-5272.944 3381.264|-5273.377 3381.009|-5273.909 3381.898|-5274.181 3382.632|-5274.153 3383.421|-5273.825 3384.144|-5273.244 3384.667|-5321.660 3356.056|-5300.997 3320.874|-5290.133 3327.279|-5297.844 3340.378|-5294.586 3342.302|-5295.915 3344.559|-5289.518 3348.328|-5294.691 3357.124|-5293.775 3357.669
176V 4138 UNIVERSITY AV NW,-5294.579 3359.036|-5268.819 3374.259|-5272.944 3381.264|-5273.377 3381.009|-5273.909 3381.898|-5274.181 3382.632|-5274.153 3383.421|-5273.825 3384.144|-5273.244 3384.667|-5321.660 3356.056|-5300.997 3320.874|-5290.133 3327.279|-5297.844 3340.378|-5294.586 3342.302|-5295.915 3344.559|-5289.518 3348.328|-5294.691 3357.124|-5293.775 3357.669
177V 4138 UNIVERSITY AV NW,-5294.579 3359.036|-5268.819 3374.259|-5272.944 3381.264|-5273.377 3381.009|-5273.909 3381.898|-5274.181 3382.632|-5274.153 3383.421|-5273.825 3384.144|-5273.244 3384.667|-5321.660 3356.056|-5300.997 3320.874|-5290.133 3327.279|-5297.844 3340.378|-5294.586 3342.302|-5295.915 3344.559|-5289.518 3348.328|-5294.691 3357.124|-5293.775 3357.669
178V 4138 UNIVERSITY AV NW,-5294.579 3359.036|-5268.819 3374.259|-5272.944 3381.264|-5273.377 3381.009|-5273.909 3381.898|-5274.181 3382.632|-5274.153 3383.421|-5273.825 3384.144|-5273.244 3384.667|-5321.660 3356.056|-5300.997 3320.874|-5290.133 3327.279|-5297.844 3340.378|-5294.586 3342.302|-5295.915 3344.559|-5289.518 3348.328|-5294.691 3357.124|-5293.775 3357.669
179V 4138 UNIVERSITY AV NW,-5294.579 3359.036|-5268.819 3374.259|-5272.944 3381.264|-5273.377 3381.009|-5273.909 3381.898|-5274.181 3382.632|-5274.153 3383.421|-5273.825 3384.144|-5273.244 3384.667|-5321.660 3356.056|-5300.997 3320.874|-5290.133 3327.279|-5297.844 3340.378|-5294.586 3342.302|-5295.915 3344.559|-5289.518 3348.328|-5294.691 3357.124|-5293.775 3357.669
180V 4138 UNIVERSITY AV NW,-5294.579 3359.036|-5268.819 3374.259|-5272.944 3381.264|-5273.377 3381.009|-5273.909 3381.898|-5274.181 3382.632|-5274.153 3383.421|-5273.825 3384.144|-5273.244 3384.667|-5321.660 3356.056|-5300.997 3320.874|-5290.133 3327.279|-5297.844 3340.378|-5294.586 3342.302|-5295.915 3344.559|-5289.518 3348.328|-5294.691 3357.124|-5293.775 3357.669
181V 4138 UNIVERSITY AV NW,-5294.579 3359.036|-5268.819 3374.259|-5272.944 3381.264|-5273.377 3381.009|-5273.909 3381.898|-5274.181 3382.632|-5274.153 3383.421|-5273.825 3384.144|-5273.244 3384.667|-5321.660 3356.056|-5300.997 3320.874|-5290.133 3327.279|-5297.844 3340.378|-5294.586 3342.302|-5295.915 3344.559|-5289.518 3348.328|-5294.691 3357.124|-5293.775 3357.669
182V 4138 UNIVERSITY AV NW,-5294.579 3359.036|-5268.819 3374.259|-5272.944 3381.264|-5273.377 3381.009|-5273.909 3381.898|-5274.181 3382.632|-5274.153 3383.421|-5273.825 3384.144|-5273.244 3384.667|-5321.660 3356.056|-5300.997 3320.874|-5290.133 3327.279|-5297.844 3340.378|-5294.586 3342.302|-5295.915 3344.559|-5289.518 3348.328|-5294.691 3357.124|-5293.775 3357.669
183V 4138 UNIVERSITY AV NW,-5294.579 3359.036|-5268.819 3374.259|-5272.944 3381.264|-5273.377 3381.009|-5273.909 3381.898|-5274.181 3382.632|-5274.153 3383.421|-5273.825 3384.144|-5273.244 3384.667|-5321.660 3356.056|-5300.997 3320.874|-5290.133 3327.279|-5297.844 3340.378|-5294.586 3342.302|-5295.915 3344.559|-5289.518 3348.328|-5294.691 3357.124|-5293.775 3357.669
184V 4138 UNIVERSITY AV NW,-5294.579 3359.036|-5268.819 3374.259|-5272.944 3381.264|-5273.377 3381.009|-5273.909 3381.898|-5274.181 3382.632|-5274.153 3383.421|-5273.825 3384.144|-5273.244 3384.667|-5321.660 3356.056|-5300.997 3320.874|-5290.133 3327.279|-5297.844 3340.378|-5294.586 3342.302|-5295.915 3344.559|-5289.518 3348.328|-5294.691 3357.124|-5293.775 3357.669
185V 4138 UNIVERSITY AV NW,-5294.579 3359.036|-5268.819 3374.259|-5272.944 3381.264|-5273.377 3381.009|-5273.909 3381.898|-5274.181 3382.632|-5274.153 3383.421|-5273.825 3384.144|-5273.244 3384.667|-5321.660 3356.056|-5300.997 3320.874|-5290.133 3327.279|-5297.844 3340.378|-5294.586 3342.302|-5295.915 3344.559|-5289.518 3348.328|-5294.691 3357.124|-5293.775 3357.669
186V 4138 UNIVERSITY AV NW,-5294.579 3359.036|-5268.819 3374.259|-5272.944 3381.264|-5273.377 3381.009|-5273.909 3381.898|-5274.181 3382.632|-5274.153 3383.421|-5273.825 3384.144|-5273.244 3384.667|-5321.660 3356.056|-5300.997 3320.874|-5290.133 3327.279|-5297.844 3340.378|-5294.586 3342.302|-5295.915 3344.559|-5289.518 3348.328|-5294.691 3357.124|-5293.775 3357.669
187V 4138 UNIVERSITY AV NW,-5294.579 3359.036|-5268.819 3374.259|-5272.944 3381.264|-5273.377 3381.009|-5273.909 3381.898|-5274.181 3382.632|-5274.153 3383.421|-5273.825 3384.144|-5273.244 3384.667|-5321.660 3356.056|-5300.997 3320.874|-5290.133 3327.279|-5297.844 3340.378|-5294.586 3342.302|-5295.915 3344.559|-5289.518 3348.328|-5294.691 3357.124|-5293.775 3357.669
188V 4138 UNIVERSITY AV NW,-5294.579 3359.036|-5268.819 3374.259|-5272.944 3381.264|-5273.377 3381.009|-5273.909 3381.898|-5274.181 3382.632|-5274.153 3383.421|-5273.825 3384.144|-5273.244 3384.667|-5321.660 3356.056|-5300.997 3320.874|-5290.133 3327.279|-5297.844 3340.378|-5294.586 3342.302|-5295.915 3344.559|-5289.518 3348.328|-5294.691 3357.124|-5293.775 3357.669
189V 4138 UNIVERSITY AV NW,-5294.579 3359.036|-5268.819 3374.259|-5272.944 3381.264|-5273.377 3381.009|-5273.909 3381.898|-5274.181 3382.632|-5274.153 3383.421|-5273.825 3384.144|-5273.244 3384.667|-5321.660 3356.056|-5300.997 3320.874|-5290.133 3327.279|-5297.844 3340.378|-5294.586 3342.302|-5295.915 3344.559|-5289.518 3348.328|-5294.691 3357.124|-5293.775 3357.669
190V 4138 UNIVERSITY AV NW,-5294.579 3359.036|-5268.819 3374.259|-5272.944 3381.264|-5273.377 3381.009|-5273.909 3381.898|-5274.181 3382.632|-5274.153 3383.421|-5273.825 3384.144|-5273.244 3384.667|-5321.660 3356.056|-5300.997 3320.874|-5290.133 3327.279|-5297.844 3340.378|-5294.586 3342.302|-5295.915 3344.559|-5289.518 3348.328|-5294.691 3357.124|-5293.775 3357.669
191V 4138 UNIVERSITY AV NW,-5294.579 3359.036|-5268.819 3374.259|-5272.944 3381.264|-5273.377 3381.009|-5273.909 3381.898|-5274.181 3382.632|-5274.153 3383.421|-5273.825 3384.144|-5273.244 3384.667|-5321.660 3356.056|-5300.997 3320.874|-5290.133 3327.279|-5297.844 3340.378|-5294.586 3342.302|-5295.915 3344.559|-5289.518 3348.328|-5294.691 3357.124|-5293.775 3357.669
192V 4138 UNIVERSITY AV NW,-5294.579 3359.036|-5268.819 3374.259|-5272.944 3381.264|-5273.377 3381.009|-5273.909 3381.898|-5274.181 3382.632|-5274.153 3383.421|-5273.825 3384.144|-5273.244 3384.667|-5321.660 3356.056|-5300.997 3320.874|-5290.133 3327.279|-5297.844 3340.378|-5294.586 3342.302|-5295.915 3344.559|-5289.518 3348.328|-5294.691 3357.124|-5293.775 3357.669
193V 4138 UNIVERSITY AV NW,-5294.579 3359.036|-5268.819 3374.259|-5272.944 3381.264|-5273.377 3381.009|-5273.909 3381.898|-5274.181 3382.632|-5274.153 3383.421|-5273.825 3384.144|-5273.244 3384.667|-5321.660 3356.056|-5300.997 3320.874|-5290.133 3327.279|-5297.844 3340.378|-5294.586 3342.302|-5295.915 3344.559|-5289.518 3348.328|-5294.691 3357.124|-5293.775 3357.669
194V 4138 UNIVERSITY AV NW,-5294.579 3359.036|-5268.819 3374.259|-5272.944 3381.264|-5273.377 3381.009|-5273.909 3381.898|-5274.181 3382.632|-5274.153 3383.421|-5273.825 3384.144|-5273.244 3384.667|-5321.660 3356.056|-5300.997 3320.874|-5290.133 3327.279|-5297.844 3340.378|-5294.586 3342.302|-5295.915 3344.559|-5289.518 3348.328|-5294.691 3357.124|-5293.775 3357.669
195V 4138 UNIVERSITY AV NW,-5294.579 3359.036|-5268.819 3374.259|-5272.944 3381.264|-5273.377 3381.009|-5273.909 3381.898|-5274.181 3382.632|-5274.153 3383.421|-5273.825 3384.144|-5273.244 3384.667|-5321.660 3356.056|-5300.997 3320.874|-5290.133 3327.279|-5297.844 3340.378|-5294.586 3342.302|-5295.915 3344.559|-5289.518 3348.328|-5294.691 3357.124|-5293.775 3357.669
196V 4138 UNIVERSITY AV NW,-5294.579 3359.036|-5268.819 3374.259|-5272.944 3381.264|-5273.377 3381.009|-5273.909 3381.898|-5274.181 3382.632|-5274.153 3383.421|-5273.825 3384.144|-5273.244 3384.667|-5321.660 3356.056|-5300.997 3320.874|-5290.133 3327.279|-5297.844 3340.378|-5294.586 3342.302|-5295.915 3344.559|-5289.518 3348.328|-5294.691 3357.124|-5293.775 3357.669
197V 4138 UNIVERSITY AV NW,-5294.579 3359.036|-5268.819 3374.259|-5272.944 3381.264|-5273.377 3381.009|-5273.909 3381.898|-5274.181 3382.632|-5274.153 3383.421|-5273.825 3384.144|-5273.244 3384.667|-5321.660 3356.056|-5300.997 3320.874|-5290.133 3327.279|-5297.844 3340.378|-5294.586 3342.302|-5295.915 3344.559|-5289.518 3348.328|-5294.691 3357.124|-5293.775 3357.669
198V 4138 UNIVERSITY AV NW,-5294.579 3359.036|-5268.819 3374.259|-5272.944 3381.264|-5273.377 3381.009|-5273.909 3381.898|-5274.181 3382.632|-5274.153 3383.421|-5273.825 3384.144|-5273.244 3384.667|-5321.660 3356.056|-5300.997 3320.874|-5290.133 3327.279|-5297.844 3340.378|-5294.586 3342.302|-5295.915 3344.559|-5289.518 3348.328|-5294.691 3357.124|-5293.775 3357.669
199V 4138 UNIVERSITY AV NW,-5294.579 3359.036|-5268.819 3374.259|-5272.944 3381.264|-5273.377 3381.009|-5273.909 3381.898|-5274.181 3382.632|-5274.153 3383.421|-5273.825 3384.144|-5273.244 3384.667|-5321.660 3356.056|-5300.997 3320.874|-5290.133 3327.279|-5297.844 3340.378|-5294.586 3342.302|-5295.915 3344.559|-5289.518 3348.328|-5294.691 3357.124|-5293.775 3357.669
200V 4138 UNIVERSITY AV NW,-5294.579 3359.036|-5268.819 3374.259|-5272.944 3381.264|-5273.377 3381.009|-5273.909 3381.898|-5274.181 3382.632|-5274.153 3383.421|-5273.825 3384.144|-5273.244 3384.667|-5321.660 3356.056|-5300.997 3320.874|-5290.133 3327.279|-5297.844 3340.378|-5294.586 3342.302|-5295.915 3344.559|-5289.518 3348.328|-5294.691 3357.124|-5293.775 3357.669
201V 4138 UNIVERSITY AV NW,-5294.579 3359.036|-5268.819 3374.259|-5272.944 3381.264|-5273.377 3381.009|-5273.909 3381.898|-5274.181 3382.632|-5274.153 3383.421|-5273.825 3384.144|-5273.244 3384.667|-5321.660 3356.056|-5300.997 3320.874|-5290.133 3327.279|-5297.844 3340.378|-5294.586 3342.302|-5295.915 3344.559|-5289.518 3348.328|-5294.691 3357.124|-5293.775 3357.669
202V 4138 UNIVERSITY AV NW,-5294.579 3359.036|-5268.819 3374.259|-5272.944 3381.264|-5273.377 3381.009|-5273.909 3381.898|-5274.181 3382.632|-5274.153 3383.421|-5273.825 3384.144|-5273.244 3384.667|-5321.660 3356.056|-5300.997 3320.874|-5290.133 3327.279|-5297.844 3340.378|-5294.586 3342.302|-5295.915 3344.559|-5289.518 3348.328|-5294.691 3357.124|-5293.775 3357.669
203V 4138 UNIVERSITY AV NW,-5294.579 3359.036|-5268.819 3374.259|-5272.944 3381.264|-5273.377 3381.009|-5273.909 3381.898|-5274.181 3382.632|-5274.153 3383.421|-5273.825 3384.144|-5273.244 3384.667|-5321.660 3356.056|-5300.997 3320.874|-5290.133 3327.279|-5297.844 3340.378|-5294.586 3342.302|-5295.915 3344.559|-5289.518 3348.328|-5294.691 3357.124|-5293.775 3357.669
204V 4138 UNIVERSITY AV NW,-5294.579 3359.036|-5268.819 3374.259|-5272.944 3381.264|-5273.377 3381.009|-5273.909 3381.898|-5274.181 3382.632|-5274.153 3383.421|-5273.825 3384.144|-5273.244 3384.667|-5321.660 3356.056|-5300.997 3320.874|-5290.133 3327.279|-5297.844 3340.378|-5294.586 3342.302|-5295.915 3344.559|-5289.518 3348.328|-5294.691 3357.124|-5293.775 3357.669
205V 4138 UNIVERSITY AV NW,-5294.579 3359.036|-5268.819 3374.259|-5272.944 3381.264|-5273.377 3381.009|-5273.909 3381.898|-5274.181 3382.632|-5274.153 3383.421|-5273.825 3384.144|-5273.244 3384.667|-5321.660 3356.056|-5300.997 3320.874|-5290.133 3327.279|-5297.844 3340.378|-5294.586 3342.302|-5295.915 3344.559|-5289.518 3348.328|-5294.691 3357.124|-5293.775 3357.669
