ADDRESS,POINTS
306 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
308 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
310 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
312 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
318 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
320 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
322 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
324 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
326 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
328 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
334 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
336 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
338 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
340 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
342 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
344 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
343 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
339 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
337 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
335 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
333 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
327 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
325 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
323 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
321 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
319 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
317 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
311 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
309 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
307 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
305 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
401 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
402 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
404 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
406 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
408 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
410 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
412 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
418 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
420 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
422 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
424 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
426 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
428 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
434 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
436 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
438 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
440 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
442 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
444 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
443 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
439 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
437 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
435 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
