ADDRESS,POINTS
1325 8810 ROYAL BIRCH BV NW,-10063.951 11330.645|-10178.113 11330.856|-10111.340 11247.505|-10109.536 11245.614|-10107.439 11244.080|-10105.097 11242.912|-10102.595 11242.178|-10100.407 11241.912|-10098.198 11241.956|-10096.031 11242.334|-10093.933 11243.024|-10072.284 11251.953|-9965.539 11319.770|-9964.267 11320.704|-9963.128 11321.794|-9962.142 11323.028|-9961.324 11324.374|-9960.695 11325.808|-9960.254 11327.320|-9960.017 11328.877|-9959.989 11330.456
148V 8810 ROYAL BIRCH BV NW,-10063.951 11330.645|-10178.113 11330.856|-10111.340 11247.505|-10109.536 11245.614|-10107.439 11244.080|-10105.097 11242.912|-10102.595 11242.178|-10100.407 11241.912|-10098.198 11241.956|-10096.031 11242.334|-10093.933 11243.024|-10072.284 11251.953|-9965.539 11319.770|-9964.267 11320.704|-9963.128 11321.794|-9962.142 11323.028|-9961.324 11324.374|-9960.695 11325.808|-9960.254 11327.320|-9960.017 11328.877|-9959.989 11330.456
1219 8810 ROYAL BIRCH BV NW,-10063.951 11330.645|-10178.113 11330.856|-10111.340 11247.505|-10109.536 11245.614|-10107.439 11244.080|-10105.097 11242.912|-10102.595 11242.178|-10100.407 11241.912|-10098.198 11241.956|-10096.031 11242.334|-10093.933 11243.024|-10072.284 11251.953|-9965.539 11319.770|-9964.267 11320.704|-9963.128 11321.794|-9962.142 11323.028|-9961.324 11324.374|-9960.695 11325.808|-9960.254 11327.320|-9960.017 11328.877|-9959.989 11330.456
228V 8810 ROYAL BIRCH BV NW,-10063.951 11330.645|-10178.113 11330.856|-10111.340 11247.505|-10109.536 11245.614|-10107.439 11244.080|-10105.097 11242.912|-10102.595 11242.178|-10100.407 11241.912|-10098.198 11241.956|-10096.031 11242.334|-10093.933 11243.024|-10072.284 11251.953|-9965.539 11319.770|-9964.267 11320.704|-9963.128 11321.794|-9962.142 11323.028|-9961.324 11324.374|-9960.695 11325.808|-9960.254 11327.320|-9960.017 11328.877|-9959.989 11330.456
1403 8810 ROYAL BIRCH BV NW,-10063.951 11330.645|-10178.113 11330.856|-10111.340 11247.505|-10109.536 11245.614|-10107.439 11244.080|-10105.097 11242.912|-10102.595 11242.178|-10100.407 11241.912|-10098.198 11241.956|-10096.031 11242.334|-10093.933 11243.024|-10072.284 11251.953|-9965.539 11319.770|-9964.267 11320.704|-9963.128 11321.794|-9962.142 11323.028|-9961.324 11324.374|-9960.695 11325.808|-9960.254 11327.320|-9960.017 11328.877|-9959.989 11330.456
130V 8810 ROYAL BIRCH BV NW,-10063.951 11330.645|-10178.113 11330.856|-10111.340 11247.505|-10109.536 11245.614|-10107.439 11244.080|-10105.097 11242.912|-10102.595 11242.178|-10100.407 11241.912|-10098.198 11241.956|-10096.031 11242.334|-10093.933 11243.024|-10072.284 11251.953|-9965.539 11319.770|-9964.267 11320.704|-9963.128 11321.794|-9962.142 11323.028|-9961.324 11324.374|-9960.695 11325.808|-9960.254 11327.320|-9960.017 11328.877|-9959.989 11330.456
230V 8810 ROYAL BIRCH BV NW,-10063.951 11330.645|-10178.113 11330.856|-10111.340 11247.505|-10109.536 11245.614|-10107.439 11244.080|-10105.097 11242.912|-10102.595 11242.178|-10100.407 11241.912|-10098.198 11241.956|-10096.031 11242.334|-10093.933 11243.024|-10072.284 11251.953|-9965.539 11319.770|-9964.267 11320.704|-9963.128 11321.794|-9962.142 11323.028|-9961.324 11324.374|-9960.695 11325.808|-9960.254 11327.320|-9960.017 11328.877|-9959.989 11330.456
1329 8810 ROYAL BIRCH BV NW,-10063.951 11330.645|-10178.113 11330.856|-10111.340 11247.505|-10109.536 11245.614|-10107.439 11244.080|-10105.097 11242.912|-10102.595 11242.178|-10100.407 11241.912|-10098.198 11241.956|-10096.031 11242.334|-10093.933 11243.024|-10072.284 11251.953|-9965.539 11319.770|-9964.267 11320.704|-9963.128 11321.794|-9962.142 11323.028|-9961.324 11324.374|-9960.695 11325.808|-9960.254 11327.320|-9960.017 11328.877|-9959.989 11330.456
165V 8810 ROYAL BIRCH BV NW,-10063.951 11330.645|-10178.113 11330.856|-10111.340 11247.505|-10109.536 11245.614|-10107.439 11244.080|-10105.097 11242.912|-10102.595 11242.178|-10100.407 11241.912|-10098.198 11241.956|-10096.031 11242.334|-10093.933 11243.024|-10072.284 11251.953|-9965.539 11319.770|-9964.267 11320.704|-9963.128 11321.794|-9962.142 11323.028|-9961.324 11324.374|-9960.695 11325.808|-9960.254 11327.320|-9960.017 11328.877|-9959.989 11330.456
1315 8810 ROYAL BIRCH BV NW,-10063.951 11330.645|-10178.113 11330.856|-10111.340 11247.505|-10109.536 11245.614|-10107.439 11244.080|-10105.097 11242.912|-10102.595 11242.178|-10100.407 11241.912|-10098.198 11241.956|-10096.031 11242.334|-10093.933 11243.024|-10072.284 11251.953|-9965.539 11319.770|-9964.267 11320.704|-9963.128 11321.794|-9962.142 11323.028|-9961.324 11324.374|-9960.695 11325.808|-9960.254 11327.320|-9960.017 11328.877|-9959.989 11330.456
182V 8810 ROYAL BIRCH BV NW,-10063.951 11330.645|-10178.113 11330.856|-10111.340 11247.505|-10109.536 11245.614|-10107.439 11244.080|-10105.097 11242.912|-10102.595 11242.178|-10100.407 11241.912|-10098.198 11241.956|-10096.031 11242.334|-10093.933 11243.024|-10072.284 11251.953|-9965.539 11319.770|-9964.267 11320.704|-9963.128 11321.794|-9962.142 11323.028|-9961.324 11324.374|-9960.695 11325.808|-9960.254 11327.320|-9960.017 11328.877|-9959.989 11330.456
1202 8810 ROYAL BIRCH BV NW,-10063.951 11330.645|-10178.113 11330.856|-10111.340 11247.505|-10109.536 11245.614|-10107.439 11244.080|-10105.097 11242.912|-10102.595 11242.178|-10100.407 11241.912|-10098.198 11241.956|-10096.031 11242.334|-10093.933 11243.024|-10072.284 11251.953|-9965.539 11319.770|-9964.267 11320.704|-9963.128 11321.794|-9962.142 11323.028|-9961.324 11324.374|-9960.695 11325.808|-9960.254 11327.320|-9960.017 11328.877|-9959.989 11330.456
140V 8810 ROYAL BIRCH BV NW,-10063.951 11330.645|-10178.113 11330.856|-10111.340 11247.505|-10109.536 11245.614|-10107.439 11244.080|-10105.097 11242.912|-10102.595 11242.178|-10100.407 11241.912|-10098.198 11241.956|-10096.031 11242.334|-10093.933 11243.024|-10072.284 11251.953|-9965.539 11319.770|-9964.267 11320.704|-9963.128 11321.794|-9962.142 11323.028|-9961.324 11324.374|-9960.695 11325.808|-9960.254 11327.320|-9960.017 11328.877|-9959.989 11330.456
1204 8810 ROYAL BIRCH BV NW,-10063.951 11330.645|-10178.113 11330.856|-10111.340 11247.505|-10109.536 11245.614|-10107.439 11244.080|-10105.097 11242.912|-10102.595 11242.178|-10100.407 11241.912|-10098.198 11241.956|-10096.031 11242.334|-10093.933 11243.024|-10072.284 11251.953|-9965.539 11319.770|-9964.267 11320.704|-9963.128 11321.794|-9962.142 11323.028|-9961.324 11324.374|-9960.695 11325.808|-9960.254 11327.320|-9960.017 11328.877|-9959.989 11330.456
138V 8810 ROYAL BIRCH BV NW,-10063.951 11330.645|-10178.113 11330.856|-10111.340 11247.505|-10109.536 11245.614|-10107.439 11244.080|-10105.097 11242.912|-10102.595 11242.178|-10100.407 11241.912|-10098.198 11241.956|-10096.031 11242.334|-10093.933 11243.024|-10072.284 11251.953|-9965.539 11319.770|-9964.267 11320.704|-9963.128 11321.794|-9962.142 11323.028|-9961.324 11324.374|-9960.695 11325.808|-9960.254 11327.320|-9960.017 11328.877|-9959.989 11330.456
101 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
102 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
104 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
106 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
108 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
110 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
116 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
118 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
120 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
122 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
124 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
126 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
128 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
134 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
136 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
138 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
140 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
142 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
144 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
146 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
145 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
143 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
141 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
139 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
137 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
135 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
127 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
125 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
123 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
121 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
119 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
117 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
109 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
107 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
105 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
201 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
202 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
204 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
206 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
208 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
210 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
216 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
218 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
220 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
222 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
224 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
226 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
228 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
234 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
236 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
238 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
240 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
242 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
244 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
246 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
245 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
243 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
241 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
239 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
237 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
235 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
227 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
225 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
223 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
221 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
219 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
217 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
209 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
207 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
205 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
301 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
302 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
304 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
306 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
308 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
310 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
316 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
318 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
320 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
322 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
324 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
326 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
328 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
334 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
336 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
338 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
340 60 ROYAL OAK PZ NW,-9959.989 11330.456|-9960.268 11332.602|-9960.933 11334.659|-9968.776 11353.129|-10005.616 11409.816|-10011.334 11406.091|-10063.811 11406.191|-10063.902 11357.054|-10063.951 11330.645
